GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES,,
750,154,1867RTA,07-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Delhi,New Delhi,New Delhi,New Delhi,28.6357,77.2244,1,Times of India (Electronic Edition),"Scores of School of Open Learning (SOL) students on Tuesday staged a protest outside the UGC office in Delhi, against the commission's directive to the varsity to specify the mode of learning on the degrees awarded by it.",0,,
750,50,1868RTA,07-February-2017,2017,1,Riots/Protests,Protesters (India),BJP: Bharatiya Janata Party,6,,,0,60,India,Bihar,,,Patna,25.5966,85.1375,3,The Times of India (TOI),Dharnas were organised by the BJP in various districts in protest against state government's alleged failure to curb crime and other issues in Bihar.,0,,
750,53,1869RTA,07-February-2017,2017,1,Riots/Protests,Protesters (India),BJP: Bharatiya Janata Party,6,,,0,60,India,Bihar,Purbi Champaran,Raxaul,Raxaul,26.9788,84.8514,1,The Times of India (TOI),"Dharnas were organised by the BJP in various districts in protest against state government's alleged failure to curb crime and other issues in Bihar. Dharnas were held in Raxaul, Samastipur, Gopalganj, Arwal and Barh, Bhagalpur, Munger, Nawada, Jhanjharpur, Madhubani and Buxar.",0,,
750,54,1870RTA,07-February-2017,2017,1,Riots/Protests,Protesters (India),BJP: Bharatiya Janata Party,6,,,0,60,India,Bihar,Samastipur,Samastipur,Samastipur,25.8624,85.7825,1,The Times of India (TOI),"Dharnas were organised by the BJP in various districts in protest against state government's alleged failure to curb crime and other issues in Bihar. Dharnas were held in Raxaul, Samastipur, Gopalganj, Arwal and Barh, Bhagalpur, Munger, Nawada, Jhanjharpur, Madhubani and Buxar.",0,,
750,51,1871RTA,07-February-2017,2017,1,Riots/Protests,Protesters (India),BJP: Bharatiya Janata Party,6,,,0,60,India,Bihar,Rohtas,Sasaram,Sasaram,24.9491,84.0294,1,The Times of India (TOI),Dharnas were organised by the BJP in various districts in protest against state government's alleged failure to curb crime and other issues in Bihar. Modi addressed the party dharna at Sasaram while Kumar at Biharsharif.,0,,
750,82,1872RTA,07-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Assam,Cachar,Silchar,Silchar,24.8334,92.7791,1,Assam Tribune (India),Protesting workers called off their protest which they had been staging since January 30 this year on Wednesday after the intervention of the officials of the district administration and ONGC authorities. The contractual workers of ONGC under the banner of Deprived Contractual Workers' Union have set a 15-day timeline for the authorities of ONGC Cachar Forward Base to respond to their demands for regularisation of jobs. [Day 9],0,,
750,104,1873RTA,07-February-2017,2017,1,Strategic development,Police Forces of India,,1,RCC (M): Revolutionary Communist Centre (Maoist),,2,12,India,Bihar,Gaya,Gaya,Gaya,24.7957,84.9996,1,The Times of India (TOI),"Police on Wednesday arrested Vinod Marandi, chief of the Revolutionary Communist Centre (RCC), a splinter group of CPI (Maoist) at Bodh Gaya.",0,,
750,92,1874RTA,07-February-2017,2017,1,Violence against civilians,Police Forces of India,BSF: Border Security Forces,1,Civilians (Pakistan),,7,17,India,Punjab,Pathankot ,Bamiyal,Bamiyal,32.2861,75.3760,2,The Tribune,The Border Security Force (BSF) killed a suspected Pakistani infiltrator near the international border in Pathankot’s Baimal sector on Tuesday.,1,,
750,119,1875RTA,08-February-2017,2017,1,Battle-No change of territory,Samajwadi Party Militia,,3,BSP: Bahujan Samaj Party Militia,,3,33,India,Uttar Pradesh,Hathras,,Manikpur ,27.4416,78.1667,2,Hindustan Times,"One person was killed when supporters of Bahujan Samaj Party and Samajwadi Party candidates clashed near Manikpur village in Uttar Pradesh's Hathras district on Wednesday afternoon. Samajwadi Party workers allegedly blocked the way and attacked the BSP workers, and in the ensuing firing a BSP worker was shot and killed. ",1,,
750,175,1876RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Punjab,Fazilka,Fazilka,Abohar ,30.1569,74.2003,1,The Tribune,"Residents of Kalyan Bhoomi Road adjoining Indira Nagari in Abohar city held a protest on Wednesday night, over the failure of the authorities in checking the activities of drug traffickers.",0,,
750,124,1877RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Uttar Pradesh,Budaun,Budaun,Budaun,28.0381,79.1266,1,DNA,Jawaharlal Nehru University (JNU) students along with family members of missing JNU student Najeeb Ahmed held a protest - 'Insaaf March' - over his disappearance in Badaun on Wednesday.,0,,
750,187,1878RTA,08-February-2017,2017,2,Riots/Protests,Protesters (India),,6,,,0,60,India,Himachal Pradesh,Kangra,Shahpur ,Chakban Harnera ,32.1832,76.1505,1,The Tribune,Residents of Harnera village in the Shahpur Assembly constituency held a protest in Harnera gram panchayat against the IPH Department over the supply of contaminated water due to defected pipelines. ,0,,
750,43,1879RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Tamil Nadu,Chennai,Chennai,Chennai,13.0878,80.2784,1,Times of India,"Thousands of Chennai conservancy workers, led by Red Flag Union, a corporation recognised labour union, had gathered at the headquarters of Greater Chennai Corporation, striking and demanding minimum wages, weekly off and for non-muster roll workers to be made permanent.",0,,
750,152,1880RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Uttar Pradesh,Gautam Buddha Nagar,Dadri,Dadri,28.5508,77.5642,2,Hindustan Times,"Family members of the accused in Dadri lynching case from September 29, 2015, staged a protest and raised slogans against Bharatiya Janata Party (BJP) in Bisada village, near Dadri, on Wednesday. They were angry that union home minister Rajnath Singh  did not announce the release of the 14 accused during his rally in Bisada.",0,,
750,106,1881RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),BJP: Bharatiya Janata Party,6,,,0,60,India,Himachal Pradesh,Kangra,Dharamsala,Dharamsala,32.2200,76.3201,1,The Tribune,"BJP workers led by former minister Kishan Kapoor carried out a protest rally in Dharamsala on Wednesday, against the deteriorating law and order situation in the area.",0,,
750,108,1882RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Himachal Pradesh,Kangra,Dharamsala,Dharamsala,32.2200,76.3201,1,The Tribune,Striking members of the Kangra Central Cooperative Bank (KCCB) sat on a hunger strike (assumed at the to Dharamsala headquarters) on Wednesday in support of their demands. Day 2,0,,
750,67,1883RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Assam,Dibrugarh,Dibrugarh,Dibrugarh,27.4727,94.9121,1,Assam Tribune (India),The employees of Municipal Board here launched a three-day demonstration as part of the State-wide stir called by the All Assam Municipal Employees' Union.,0,,
750,71,1884RTA,08-February-2017,2017,1,Riots/Protests,Rioters (India),INPT: Indigenous Nationalist Party of Tripura,5,Rioters (India),,5,55,India,Tripura,Dhalai,Gandacherra,Gandacherra,23.6070,91.8194,1,Assam Tribune (India),"Over 40 persons were injured in sporadic clashes during a dawn-to-dusk bandh called in Tripura by three tribal parities ' INPT, IPFT and NCT ' on Wednesday. At Gandacherra market, there was series of clashes between bandh supporters and the people leaving at least 18 persons injured.",0,,
750,101,1885RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),AIJASS: All India Jat Aarakshan Sangharsh Samiti ,6,,,0,60,India,Delhi,New Delhi,New Delhi,Ghevra Mod,28.6942,76.9990,1,The Tribune,"Jat community members living in Delhi, under the banner of All India Jat Aarakshan Sangharsh Samiti, staged a protest at northwest Delhi's Ghevra Mod locality on Wednesday, demanding quota for Jats in central government jobs among others.",0,,
750,79,1886RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Assam,Goalpara,Goalpara,Goalpara,26.1643,90.6247,1,Assam Tribune (India),"More than 300 anganwadi workers and helpers staged a dharna outside the district Social Welfare office on Wednesday. The workers under the banner of Anganwadi Karmi Sahayika Santha (AKSS), Goalpara district were protesting against not raising the honorarium of the anganwadi workers and helpers.",0,,
750,70,1887RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Assam,Kamrup Metropolitan,Guwahati,Guwahati,26.1892,91.7722,1,Assam Tribune (India),Students of the historic Cotton College today took out a procession from the administrative block of the college to the office of the Deputy Commissioner (DC) of Kamrup (Metro). They were protesting against the reported move of the State Government to merge the centurion college with the nascent Cotton College State University (CCSU) to make them a single entity called the Cotton State University (CSU).,0,,
750,42,1888RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Telangana,Hyderabad,Hyderabad,Hyderabad,17.3840,78.4563,1,Times of India,Hundreds of students of a private engineering college in Hyderabad protested in front of Telangana Admission & Fee Regulatory Committee office against an indefinite fee hike.,0,,
750,93,1889RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Bihar,Madhubani,Jainagar,Jainagar,26.5883,86.1365,1,Hindustan Times,"After a fatal accident, a group of people blocked the road by placing Alam's body in protest against the incident. The protestors demanded of the culprits and adequate compensation to the victim's family.",0,,
750,72,1890RTA,08-February-2017,2017,1,Riots/Protests,Rioters (India),Students (India),5,Police Forces of India,,1,15,India,Assam,Darrang,Kharupetia,Kharupetia,26.5114,92.1335,1,Assam Tribune (India),"Students blocked National Highway 15 at Kharupetia town , which forced the police to lathicharge resulting in injuries to two other students, after two students were hit by a truck.",0,,
750,73,1891RTA,08-February-2017,2017,1,Riots/Protests,Rioters (India),,5,Rioters (India),Indian National Congress,5,55,India,West Bengal,Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,Indian Express,Congress MLA and Leader of Opposition Abdul Mannan was badly injured in a ruckus over Property Damage Bill in West Bengal Assembly on Wednesday. The ruckus took place after the Opposition demanded more amendments in the bill.,0,,
750,77,1892RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),TMC: Trinamool Congress Party,6,,,0,60,India,West Bengal,Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,UNI (United News of India),"Trinamool Congress MPs from both the Houses of the Parliament staged a dharna today outside the Parliament protesting against demonetisation, which completed three months today.",0,,
750,103,1893RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),,6,,,0,60,India,West Bengal,Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,Indian Express,"On Wednesday, evicted slum dwellers initiated a two-day sit-in demonstration demanding immediate rehabilitation. [Day 2]",0,,
750,69,1894RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Assam,Nalbari,Nalbari,Nalbari,26.4448,91.4408,1,Assam Tribune (India),"About 400 employees of Nalbari Municipal Board and Tihu Town Committee took part in the three-day long strike, which started today, under the banner of the All Assam Municipal Employees' Union to press for their eight-point charter of demands. A protest rally was taken out in the towns today by them who later submitted a memorandum to the Chief Minister through the DC.",0,,
750,155,1895RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),Doctors (India),6,,,0,60,India,Delhi,New Delhi,New Delhi,New Delhi,28.6357,77.2244,1,DNA,"The nursing union organised a protest march near the Jawaharlal Nehru Stadium in Delhi on Wednesday, against the All India Institute of Medical Sciences (AIIMS) administration for revoking the suspension of five resident doctors accused of negligence which lead to the death of a nurse.",0,,
750,103,1896RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),BJP: Bharatiya Janata Party,6,,,0,60,India,Haryana,Panipat ,Panipat ,Panipat ,29.3874,76.9682,1,The Tribune,"BJP leader and former mayor Bhupender Singh, along with his supporters staged a dharna at the MC office in Panipat on Wednesday, against the indifferent attitude of officials towards his ward.",0,,
750,179,1897RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),AAP: Aam Aadmi Party,6,,,0,60,India,Punjab,Patiala,Patiala ,Patiala,30.3362,76.3922,1,The Tribune,Residents of the nearby areas led by Sarabjeet Ukhla (AAP) staged a protest against the dumping of garbage close to various educational institutions in Patiala city. Day 1,0,,
750,170,1898RTA,08-February-2017,2017,1,Riots/Protests,Rioters (India),BJP: Bharatiya Janata Party,5,,,0,50,India,Punjab,Kapurthala ,Phagwara ,Phagwara ,31.2245,75.7738,1,The Tribune,BJP and VHP supporters staged a protest outside the Satnampura police station in Phagwara city on Wednesday night. The protest turned violent with people abusing police personnel and damaging furniture of the station.,0,,
750,174,1899RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),BJP: Bharatiya Janata Party,6,,,0,60,India,Punjab,Kapurthala ,Phagwara ,Phagwara ,31.2245,75.7738,2,The Tribune,"Supporters of BJP councillor Neetu Duggal and her husband sat on a dharna on Wednesday, demanding police action against BJP vice-president Gurdeep Singh Deepa and his friends for writing derogatory remarks against her father-in-law on the social media.",0,,
750,102,1900RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Haryana,Rohtak,Rohtak,Rohtak,28.8944,76.5891,1,The Tribune,Students’ groups took out a motorcycle rally in Rohtak on Wednesday to show solidarity with the agitation of the Jat community for quota for Jats in central government jobs.,0,,
750,81,1901RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Assam,Cachar,Silchar,Silchar,24.8334,92.7791,1,Assam Tribune (India),Protesting workers called off their protest which they had been staging since January 30 this year on Wednesday after the intervention of the officials of the district administration and ONGC authorities. The contractual workers of ONGC under the banner of Deprived Contractual Workers' Union have set a 15-day timeline for the authorities of ONGC Cachar Forward Base to respond to their demands for regularisation of jobs. [Day 10],0,,
750,40,1902RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),Gadinadu Rakshana Vedike,6,Police Forces of India,,1,16,India,Karnataka,Dakshina Kannada,Thalapady,Thalapady,12.7655,74.8794,1,Times of India,"11 activists were arrested at Thalapady on the Karnataka-Kerala border members of Gadinadu Rakshana Vedike, owners of private buses, autorickshaw drivers, and locals began protesting against the commencement of a toll collection. ",0,,
750,98,1903RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Assam,Tinsukia,Tinsukia,Tinsukia,27.4923,95.3467,1,Assam Tribune (India),"The three-day dharna programme staged by the civic body employees that began on February 8 last in Tinsukia concluded today. Beside the sit-in dharna, the members of the Tinsukia branch of All Assam Municipal Employees' Union organised a rally February 8. [Day 1]",0,,
750,122,1904RTA,08-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Gujarat,Vadodara,Vadodara,Vadodara,22.2994,73.2081,1,The Times of India (TOI),Several railway employees sat on a hunger strike on Wednesday in the protest against a demolition drive by the Vadodara Municipal Corporation (VMC).,0,,
750,92,1905RTA,08-February-2017,2017,1,Violence against civilians,Unidentified Armed Group (India),,3,Civilians (India),,7,37,India,Bihar,Madhubani,Jainagar,Jainagar,26.5883,86.1365,1,Hindustan Times,One person was killed when a motorcycle borne assailant fired indiscriminately in Bihar's Madhubani district on Wednesday. The target of the attack was former district board member.,1,,
750,173,1906RTA,08-February-2017,2017,1,Violence against civilians,BJP: Bharatiya Janata Party Militia,,3,Civilians (India),BJP: Bharatiya Janata Party,7,37,India,Punjab,Kapurthala ,Phagwara ,Phagwara ,31.2245,75.7738,1,The Tribune,"BJP vice-president Gurdeep Singh Deepa and several of his supporters allegedly attacked BJP councillor Neetu Duggal and her husband Ashok Duggal, former district BJYM president, with lathis and sharp weapons near Jathere Duggalan Hadiabad in Phagwara on Wednesday night. Ashok was admitted to the local Civil Hospital.",0,,
750,88,1907RTA,08-February-2017,2017,1,Violence against civilians,Powat Communal Militia,,4,Civilians (India),Farmers (India),7,47,India,Punjab,Ludhiana ,Samrala,Powat,30.8995,76.2694,1,The Tribune,A farmer was killed and his son injured when two persons attacked them over a land lease dispute at Powat village near Machhiwara on February 8.,1,,
750,158,1908RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Rajasthan,Ajmer,Ajmer,Ajmer,26.4521,74.6386,1,Hindustan Times,"Hundreds of students of a private university staged a protest in Ajmer on Thursday alleging that they have been cheated by the institute as the university diploma is neither recognised by the Directorate General of Mines Safety (DGMS), Dhanbad, nor is the university syllabus recognised by the All India Council of Technical Education (AICTE), New Delhi.",0,,
750,161,1909RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Uttar Pradesh,Allahabad ,Allahabad ,Allahabad ,25.4447,81.8432,1,Hindustan Times,A second-year Law student sustained serious burn injuries on Thursday when he set himself on fire outside the Allahabad University campus. The incident is believed to be linked to the ongoing students' agitation there.,0,,
750,162,1910RTA,09-February-2017,2017,1,Riots/Protests,Rioters (India),Students (India),5,Police Forces of India,,1,15,India,Uttar Pradesh,Allahabad ,Allahabad ,Allahabad ,25.4447,81.8432,1,Hindustan Times,"Following a suicide attempt of a protesting student, fellow students held some of the university officials hostage. The police had to resort to a minor cane charge to disperse the unruly mob. ",0,,
750,44,1911RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,Police Forces of India,,1,16,India,Maharashtra,Aurangabad,Aurangabad,Aurangabad,19.8775,75.3422,1,Times of India,"Over 200 state transport bus drivers in Aurangabad, protesting against death of their colleague in Bhiwandi, brought the services at Central Bus Stand to a standstill by opting not to ply buses for 30 minutes, and blocking traffic. Most of the protesting drivers had parked their buses inside the stand, while many others had blocked the road. However, when the police arrived on the spot, the drivers called off the strike and resumed the services.",0,,
750,105,1912RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),Indian National Congress,6,,,0,60,India,Odisha,Balangir,Burda,Burda,20.8764,83.5155,1,The Times of India (TOI),"On Thursday, the Congress and the BJD staged protests against the visit of Chhattisgarh CM in Burdah village in Loisinha block of Balangir district.",0,,
750,80,1913RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Assam,Dibrugarh,Dibrugarh,Dibrugarh,27.4727,94.9121,1,Assam Tribune (India),"Hundreds of people today staged a road blockade near Mohanbari intersection on the NH-37 following an accident involving a timber-laden truck (AS 01 GC 9019) last night, in which a person was killed.",0,,
750,159,1914RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Uttar Pradesh,Gorakhpur ,Gorakhpur ,Gorakhpur ,26.7662,83.3688,1,Hindustan Times,"Members of a Dalit student wing staged protest at Ambedkar crossing in Gorakhpur on Thursday, accusing the Delhi police of acting on the behest of central government to suppress the truth behind JNU anti-national sloganeering incident. A symbolic effigy of the Delhi police and the central government was burnt.",0,,
750,48,1915RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),,6,Police Forces of India,,1,16,India,Telangana,Hyderabad,Hyderabad,Hyderabad,17.3840,78.4563,1,Times of India,"Around 60 vendors staged a protest in front of Niloufer Hospital in Hyderabad by blocking traffic for a few hours, after police attempted to evict hawkers from the area.",0,,
750,160,1916RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Uttar Pradesh,Jhansi,Jhansi,Jhansi,25.4588,78.5799,1,Hindustan Times,"Following the death of the chief controller at the North Central Railway (NCR), the control staff of Jhansi division put the body of their colleague outside the Jhansi control office and staged a demonstration on Thursday, demanding compensation for the deceased's family. ",0,,
750,91,1917RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Assam,Jorhat,Jorhat,Jorhat,26.7456,94.2045,1,Assam Tribune (India),"More than 1,000 college students today staged a protest demonstration in front of Jorhat Sadar Police Station here. They were demanding the arrest and punishment of a gang of eve-teasers allegedly accused of molesting a degree-level girl student of a prestigious college in the city.",0,,
750,188,1918RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),BJP: Bharatiya Janata Party,6,,,0,60,India,Himachal Pradesh,Mandi,Karsog,Karsog,31.3824,77.2039,1,The Tribune,BJP workers of Karsog area staged a protest against state government and burnt an effigy of CM Virbhadra Singh in front of Sub Divisional Magistrate office at Karsog in Mandi on Thursday.,0,,
750,176,1919RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Punjab,Sangrur ,Malerkotla,Malerkotla,30.5309,75.8794,1,The Tribune,"Residents of Jitwal Kalan village blocked  the Sangrur-Malerkotla road in front of the police complex in Malerkotla town, alleging that village youth Bikramjit Singh Bobby who was shot during cross-firing between the police and criminals on Wednesday night had been murdered in cold blood by the police.",0,,
750,95,1920RTA,09-February-2017,2017,2,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Assam,Darrang,,Mangaldai,26.4457,92.0323,2,The Telegraph (India),"Residents of lower Assam's Darrang district took out a rally, as Rajbongshi hails from Darrang. Members of the All Assam Koibarta Students' Union were seen standing in front of Sivasagar Natya Mandir where the delegates' meeting was held.",0,,
750,125,1921RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Delhi,New Delhi,New Delhi,New Delhi,28.6357,77.2244,1,DNA,"Members of the Jawaharlal Nehru University Students Union (JNUSU) sat on a dharna at the administrative building on campus on Thursday, demanding revocation of the May 5 2016 regulations on the new admission process. Students have also been sitting on a hunger strike since January 31. Day 1",0,,
750,157,1922RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),Indian National Congress,6,,,0,60,India,Delhi,New Delhi,New Delhi,New Delhi,28.6357,77.2244,1,The Economic Times,"Congress MPs staged protests in both Houses of Parliament on Thursday, demanding Modi’s apology for his remarks against Manmohan Singh in the Rajya Sabha.",0,,
750,180,1923RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),AAP: Aam Aadmi Party,6,,,0,60,India,Punjab,Patiala,Patiala ,Patiala,30.3362,76.3922,1,The Tribune,Residents of the nearby areas led by Sarabjeet Ukhla (AAP) staged a protest against the dumping of garbage close to various educational institutions in Patiala city. Day 2,0,,
750,167,1924RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Punjab,Bathinda ,Rampura Phul,Rampura Phul,30.2695,75.2293,1,The Tribune,A large number of residents staged a protest against the poor law and order situation in Rampura Mandi in Rampura Phul city on Thursday.,0,,
750,168,1925RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Punjab,Bathinda ,Rampura Phul,Rampura Phul,30.2695,75.2293,1,The Tribune,"Members of the Safai Mazdoor Union took out a protest march in Rampura Phul on Thursday, demanding the arrest of those accused of killing the 58-year-old safai sewak.",0,,
750,94,1926RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),Teachers (India),6,,,0,60,India,West Bengal,Darjeeling,Siliguri,Siliguri,26.7272,88.3984,1,The Telegraph (India),"Today, around 100 teachers demonstrated in front of the Siliguri DI office against the alleged discrimination by the government.",0,,
750,274,1927RTA,09-February-2017,2017,2,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Assam,Sivasagar,Sivasagar,Sivasagar,26.9828,94.6421,1,The Telegraph (India),"Residents of lower Assam's Darrang district took out a rally. However, members of the All Assam Koibarta Students' Union were seen protesting in front of Sivasagar Natya Mandir where the delegates' meeting was held.",0,,
750,171,1928RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Rajasthan,Sri Ganganagar ,Sri Ganganagar ,Sri Ganganagar ,29.9178,73.8817,1,The Tribune,"Members of the State Government Employees Federation locked the office of Executive Engineer (XEN) of the Public Health Department in Sriganganagar on Thursday, in support of their demands.",0,,
750,123,1929RTA,09-February-2017,2017,2,Riots/Protests,Protesters (India),,6,,,0,60,India,Gujarat,Surat,Surat,Surat,21.1959,72.8302,1,Times of India (Electronic Edition),"A group of parents staged a protest at Gajera Vidhyabhavan in Katargam locality of Surat city, alleging molestation of a class I girl by a school van driver. The parents demanded action against the driver. ",0,,
750,49,1930RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),,6,Police Forces of India,,1,16,India,Karnataka,Dakshina Kannada,Thalapady,Thalapady,12.7655,74.8794,1,Times of India,"Hundreds of activists from both Karnataka and Kerala continued to protest against the toll collection in Thalapady. Police were there to maintain order, but no clashes occurred.",0,,
750,96,1931RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Assam,Tinsukia,Tinsukia,Tinsukia,27.4923,95.3467,1,Assam Tribune (India),"The three-day dharna programme staged by the civic body employees that began on February 8 last in Tinsukia concluded today. Beside the sit-in dharna, the members of the Tinsukia branch of All Assam Municipal Employees' Union organised a rally February 8. [Day 2]",0,,
750,100,1932RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),KMSS: Krishak Mukti Sangram Samiti,6,,,0,60,India,Assam,Tinsukia,Tinsukia,Tinsukia,27.4923,95.3467,1,Assam Tribune (India),"Tinsukia District Committee of Krishak Mukti Sangram Samitee (KMSS) staged a sit-in dharna in front of the Deputy Commissioner's office complex here on Thursday demanding roll back of recent hike in the land revenues of all kinds in the State. Protesters alleged that the hike in the revenues would hamper the people, especially the rural people and the farmers.",0,,
750,104,1933RTA,09-February-2017,2017,1,Riots/Protests,Protesters (India),AIJASS: All India Jat Aarakshan Sangharsh Samiti ,6,,,0,60,India,Haryana,Panipat ,Panipat ,Ugra Kheri,29.3696,77.0102,1,The Tribune,"Protesters from All India Jat Aarakshan Sangharsh Samiti took out a protest march towards the sports stadium at Umrakheri village near the Panipat-Shamli road on Thursday, demanding quota for Jats in central government jobs among others. Day 12",0,,
750,172,1934RTA,09-February-2017,2017,1,Violence against civilians,Nangal Communal Militia,,4,Civilians (India),,7,47,India,Punjab,Rupnagar,Nangal,Nangal,31.3896,76.3757,1,The Tribune,"A group of more than 20 youths armed with sharp-edged weapons attacked three others in emergency ward of the Bhakra Beas Management Board Hospital in Nangal, injuring them seriously, on Thursday. The assailants also vandalised the hospital.",0,,
750,133,1935RTA,10-February-2017,2017,1,Battle-No change of territory,Ghosipur Communal Militia,,4,Ghosipur Communal Militia,,4,44,India,Uttar Pradesh,Meerut,Meerut,Meerut,28.9800,77.7063,1,Indian Express,Two boys were killed when two groups clashed over a property dispute at Ghosipur village of Meerut's Kharkora area on Friday evening. ,2,,
750,46,1936RTA,10-February-2017,2017,1,Battle-No change of territory,CPI (Maoist): Communist Party of India (Maoist),,2,Police Forces of India,,1,12,India,Chhattisgarh,Bilaspur,Bilaspur,Bilaspur,22.0800,82.1554,2,Asian News International,A Maoist was killed in an encounter with security personnel in Chattisgarh's Bilaspur district.,1,,
750,47,1937RTA,10-February-2017,2017,1,Battle-No change of territory,CPI (Maoist): Communist Party of India (Maoist),,2,Police Forces of India,,1,12,India,Chhattisgarh,Bijapur,Chilkapalli,Chilkapalli,18.5018,80.8658,1,United News of India,A Naxal was killed during an encounter with police (Central Reserve Police Force and the District Police Force) near Chilkapalli village in Chhattisgarh's Bijapur district.,1,,
750,107,1938RTA,10-February-2017,2017,1,Riots/Protests,Rioters (India),,5,Police Forces of India,,1,15,India,Bihar,Muzaffarpur,,Bhikhanpur,26.0621,85.4227,2,UNI (United News of India),"After a fatal accident at Bhikhanpur village under Ahiyapur police station area, locals held violent protests and put up road blockade on the national highway. Police were attacked with stones.",0,,
750,189,1939RTA,10-February-2017,2017,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Himachal Pradesh,Bilaspur,Bilaspur,Bilaspur,31.3302,76.7566,1,The Tribune,Bilaspur residents protested against the bail granted to youths who attacked three teenagers in Diyara on Friday. They raised slogans against Bilaspur MLA Bambher Thakur whose son is one of the accused.,0,,
750,184,1940RTA,10-February-2017,2017,1,Riots/Protests,Protesters (India),Jat Communal Group (India),6,,,0,60,India,Haryana,Gurgaon,Gurgaon,Daultabad ,28.4997,76.9927,1,The Tribune,The Jat Nyay Samiti staged a dharna at Daultabad village in Gurugram on Friday. ,0,,
