"country","item","element","Unit","Date","Value"
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M7",879599
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M8",882609
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M9",852388
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M10",857546
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M11",891209
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M12",867305
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",824517.4
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M1",862451
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M2",837681
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M3",833355
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M4",806075
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M5",852334
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M6",869304
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M7",817248
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M8",817284
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M9",786572
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M10",793801
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M11",772244
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M12",845854
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014",727616.4
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M1",794324
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M2",776591
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M3",762927
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M4",757800
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M5",742907
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M6",723569
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M7",680676
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M8",719704
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M9",686251
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M10",721890
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M11",706746
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M12",658012
"Rwanda","Meat live weight, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2015",738144.6
"Rwanda","Meat live weight, cattle","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",343849.3
"Rwanda","Meat live weight, cattle","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",410413.5
"Rwanda","Meat live weight, cattle","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",415867.5
"Rwanda","Meat live weight, cattle","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",569943
"Rwanda","Meat live weight, cattle","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",396089.375
"Rwanda","Meat live weight, cattle","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",545580.375
"Rwanda","Meat live weight, cattle","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2011",764600
"Rwanda","Meat live weight, cattle","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2012",881143.5
"Rwanda","Meat live weight, cattle","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2013",824517.4
"Rwanda","Meat live weight, cattle","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2014",727616.4
"Rwanda","Meat live weight, cattle","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2015",738144.6
"Rwanda","Meat live weight, cattle","Producer Price (US $/tonne)","US $/tonne","2005",618.549525
"Rwanda","Meat live weight, cattle","Producer Price (US $/tonne)","US $/tonne","2006",742.778851
"Rwanda","Meat live weight, cattle","Producer Price (US $/tonne)","US $/tonne","2007",760.332203
"Rwanda","Meat live weight, cattle","Producer Price (US $/tonne)","US $/tonne","2008",1042.231036
"Rwanda","Meat live weight, cattle","Producer Price (US $/tonne)","US $/tonne","2009",697.156341
"Rwanda","Meat live weight, cattle","Producer Price (US $/tonne)","US $/tonne","2010",935.92777
"Rwanda","Meat live weight, cattle","Producer Price (US $/tonne)","US $/tonne","2011",1273.7
"Rwanda","Meat live weight, cattle","Producer Price (US $/tonne)","US $/tonne","2012",1434.4
"Rwanda","Meat live weight, cattle","Producer Price (US $/tonne)","US $/tonne","2013",1275.1
"Rwanda","Meat live weight, cattle","Producer Price (US $/tonne)","US $/tonne","2014",1067.1
"Rwanda","Meat live weight, cattle","Producer Price (US $/tonne)","US $/tonne","2015",1023.8
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",868320
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",966330
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",1389150
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011",3328181.818182
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012",3569090.909091
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M1",4005
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M2",3832
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M3",3726
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M4",3957
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M5",3985
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M6",3964
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M7",3904
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M8",3889
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M9",4146
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M10",3879
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M11",3821
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M12",3997
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",3512727.272727
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M1",3493943
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M2",3394298
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M3",3403528
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M4",3491877
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M5",3451614
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M6",3524401
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M7",3557135
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M8",3495532
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M9",3396438
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M10",3487834
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M11",3521207
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M12",3932941
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014",3628485.323076
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M1",3634105
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M2",3562595
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M3",3527329
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M4",3808141
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M5",3651298
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M6",3633704
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M7",3647737
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M8",3568048
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M9",3542069
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M10",3557150
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M11",3652366
"Rwanda","Meat live weight, chicken","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M12",3757283
"Rwanda","Meat live weight, chicken","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",868320
"Rwanda","Meat live weight, chicken","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",966330
"Rwanda","Meat live weight, chicken","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",1389150
"Rwanda","Meat live weight, chicken","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2011",3328181.818182
"Rwanda","Meat live weight, chicken","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2012",3569090.909091
"Rwanda","Meat live weight, chicken","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2013",3512727.272727
"Rwanda","Meat live weight, chicken","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2014",3628485.323076
"Rwanda","Meat live weight, chicken","Producer Price (US $/tonne)","US $/tonne","2006",1571.511979
"Rwanda","Meat live weight, chicken","Producer Price (US $/tonne)","US $/tonne","2007",1766.744979
"Rwanda","Meat live weight, chicken","Producer Price (US $/tonne)","US $/tonne","2008",2540.280772
"Rwanda","Meat live weight, chicken","Producer Price (US $/tonne)","US $/tonne","2011",5530.378561
"Rwanda","Meat live weight, chicken","Producer Price (US $/tonne)","US $/tonne","2012",5789.561388
"Rwanda","Meat live weight, chicken","Producer Price (US $/tonne)","US $/tonne","2013",5466.753387
"Rwanda","Meat live weight, chicken","Producer Price (US $/tonne)","US $/tonne","2014",5326.851756
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",578000
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",513500
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",686000
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",819421.125
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",952842.25
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011",903500
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M1",870262
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M2",945999
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M3",843287
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M4",843334
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M5",895252
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M6",923002
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M7",912515
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M8",881760
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M9",915247
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M10",934599
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M11",936755
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M12",940096
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012",952727.3
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M1",953195
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M2",931314
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M3",930745
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M4",955766
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M5",964409
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M6",959129
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M7",952188
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M8",948529
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M9",954058
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M10",954579
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M11",967405
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M12",961541
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",952500
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M1",942677
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M2",927714
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M3",913268
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M4",930739
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M5",929234
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M6",968913
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M7",978436
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M8",936430
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M9",933298
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M10",940233
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M11",939287
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M12",1089890
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014",980771.4
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M1",1016978
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M2",979417
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M3",964400
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M4",970668
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M5",982402
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M6",963399
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M7",973984
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M8",968920
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M9",952292
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M10",987597
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M11",998947
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M12",1010253
"Rwanda","Meat live weight, goat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2015",1143751.3
"Rwanda","Meat live weight, goat","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",578000
"Rwanda","Meat live weight, goat","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",513500
"Rwanda","Meat live weight, goat","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",686000
"Rwanda","Meat live weight, goat","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",819421.125
"Rwanda","Meat live weight, goat","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",952842.25
"Rwanda","Meat live weight, goat","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2011",903500
"Rwanda","Meat live weight, goat","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2012",952727.3
"Rwanda","Meat live weight, goat","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2013",952500
"Rwanda","Meat live weight, goat","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2014",980771.4
"Rwanda","Meat live weight, goat","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2015",1143751.3
"Rwanda","Meat live weight, goat","Producer Price (US $/tonne)","US $/tonne","2006",1046.082002
"Rwanda","Meat live weight, goat","Producer Price (US $/tonne)","US $/tonne","2007",938.834091
"Rwanda","Meat live weight, goat","Producer Price (US $/tonne)","US $/tonne","2008",1254.459641
"Rwanda","Meat live weight, goat","Producer Price (US $/tonne)","US $/tonne","2009",1442.261947
"Rwanda","Meat live weight, goat","Producer Price (US $/tonne)","US $/tonne","2010",1634.574048
"Rwanda","Meat live weight, goat","Producer Price (US $/tonne)","US $/tonne","2011",1505.1
"Rwanda","Meat live weight, goat","Producer Price (US $/tonne)","US $/tonne","2012",1550.9
"Rwanda","Meat live weight, goat","Producer Price (US $/tonne)","US $/tonne","2013",1473
"Rwanda","Meat live weight, goat","Producer Price (US $/tonne)","US $/tonne","2014",1438.4
"Rwanda","Meat live weight, goat","Producer Price (US $/tonne)","US $/tonne","2015",1586.4
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",520252.03
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",661566.16
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",780378.04
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",722728.12
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",665078.2
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011",611533.3
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M1",497658
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M2",577783
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M3",598971
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M4",525255
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M5",593061
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M6",628340
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M7",561778
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M8",605191
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M9",705346
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M10",697733
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M11",675920
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M12",671369
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012",708200
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M1",745706
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M2",728949
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M3",686895
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M4",784584
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M5",704870
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M6",711885
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M7",658712
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M8",660104
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M9",645712
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M10",744877
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M11",674633
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M12",751545
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",739266.7
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M1",728499
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M2",665923
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M3",701683
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M4",685834
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M5",671860
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M6",710057
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M7",687935
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M8",712549
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M9",726475
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M10",708997
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M11",759444
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M12",1111999
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014",741012.1
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M1",731981
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M2",722672
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M3",767383
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M4",780022
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M5",754166
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M6",713293
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M7",775844
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M8",764078
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M9",698446
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M10",757223
