ConflictID,Incompatibility,Territory,EventID,EventDate,EventType,Side A,Side B,CountryName,Gwno,Region,LocationName,Latitude,Longitude,GeoPrecision,TransferActor
86,2,,10403,10/6/1998,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Kalemia,0.1,29.7,1,
86,2,,10397,9/18/1998,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Kamituga,-3.0666,28.1833,1,
86,2,,10935,6/30/2000,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Ikela,0.35,23.4333,1,
86,2,,10334,5/4/1997,2,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Lisala,2.15,21.5166,1,
86,2,,10276,12/30/1996,2,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Walikale,-1.4166,28.05,1,
86,2,,10963,12/15/2000,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Goma,-1.6933,29.2338,1,
86,2,,10754,11/5/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10570,7/27/1999,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Lusengo,1.7666,19.4833,1,
86,2,,10322,4/11/1997,2,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Shaba,Lubumbashi,-11.6666,27.4666,1,AFDL-Alliance of Democratic Forces for the Liberation of Congo
86,2,,10345,2/1/1998,5,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Equateur,Yakoma,4.0833,22.45,1,
86,2,,10120,7/28/1964,2,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Kivu,Goma,-1.6933,29.2338,1,
86,2,,10888,2/1/2001,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Kisangani,0.5,25.2,1,
86,2,,10980,1/31/2000,7,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bukavu,-2.5,28.8666,1,
86,2,,10549,12/25/1998,4,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Gemena,3.25,19.7666,1,
86,2,,10259,10/25/1996,1,Congo/Zaire 1965-1997,Tutsi forces with Rwanda ( Pre ADFL),"Congo, Democratic Republic of (Zaire)",490,Kivu,Masisi,-1.4,28.8166,1,
86,2,,10111,6/15/1964,1,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Bandundu,Kwilu,-5.4166,19.15,1,
86,2,,10946,1/31/2000,7,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Goma,-1.6933,29.2338,1,
86,2,,10907,4/18/2001,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Shaba,Katanga,-11.1166,27.1,1,
86,2,,10564,6/8/1999,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bumbi,-1.0955,29.3838,1,
86,2,,10138,11/1/1964,2,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Kisangani,0.5,25.2,1,
86,2,,10522,12/20/2001,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Shaba,Mutoto,-7.75,29.2833,1,
86,2,,10497,11/20/2000,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Shaba,Moba,-7.05,29.7833,1,
86,2,,10627,9/23/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10097,10/1/1963,4,Congo/Zaire 1960-1965,CNL,Congo,484,Pool,Brazzaville,-4.2591,15.2847,1,
86,2,,10596,6/9/2000,3,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Bomongo,1.3666,18.35,1,
86,2,,10952,6/13/2000,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Goma,-1.6933,29.2338,1,
86,2,,10588,12/16/1999,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Basenu,-3.5666,26.9333,1,
86,2,,10477,9/8/1999,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Kole,1.65,30.1666,1,
86,2,,10286,2/11/1997,2,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Isiro,2.7666,27.6166,1,
86,2,,10505,12/24/2000,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Kabalo,-2.1,27.1333,1,
86,2,,10467,7/1/1999,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kasai-Oriental,Mbuji-Mayi,-6.15,23.6,1,
86,2,,10149,12/25/1964,2,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Equateur,Samba,0.2333,21.3166,1,
86,2,,10801,3/25/2001,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10362,8/3/1998,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kinshasa,Kinshasa,-4.3297,15.315,1,
86,2,,10446,3/16/1999,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Shaba,Kabinda,-8.8333,25.6833,1,
86,2,,10876,4/18/2001,5,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Kisangani,0.5,25.2,1,
86,2,,10309,3/16/1997,2,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Mweso,-1.1166,29.0333,1,
86,2,,10354,8/1/1998,2,Congo/Zaire 1997-2001,Mutiny/Coup DRC/Zaire,"Congo, Democratic Republic of (Zaire)",490,Bas-Zaire,Kitona,-5.9666,12.4666,1,
86,2,,10325,4/13/1997,5,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Kasai-Occidental,Kananga,-5.8958,22.4177,1,
86,2,,11007,12/15/2000,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Bolomba,0.4833,19.2,1,
86,2,,10887,1/30/2001,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Kisangani,0.5,25.2,1,
86,2,,10971,6/9/2000,1,Congo/Zaire 1997-2001,Opposition alliance (FDLR),"Congo, Democratic Republic of (Zaire)",490,Kivu,Fizi,-4.3011,28.9441,1,
86,2,,10333,5/4/1997,2,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Kenge,-0.8833,26.7,1,
86,2,,10537,10/20/2002,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Uvira,-3.4066,29.1458,1,
86,2,,10452,4/14/1999,3,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kasai-Oriental,Katamba,-5.1833,25.7666,1,
86,2,,10195,6/1/1993,5,Congo/Zaire 1965-1997,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bukavu,-2.5,28.8666,1,
86,2,,10635,10/2/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10494,10/25/2000,3,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Bas-Zaire,Palanga,-4.8166,12.85,1,
86,2,,10245,4/1/1994,4,Congo/Zaire 1965-1997,PALIR- People Bearing Arms to Liberate Rwanda,"Congo, Democratic Republic of (Zaire)",490,Kivu,Goma,-1.6933,29.2338,1,
86,2,,10221,9/1/1997,1,Congo/Zaire 1997-2001,PALIR- People Bearing Arms to Liberate Rwanda,"Congo, Democratic Republic of (Zaire)",490,Kivu,Goma,-1.6933,29.2338,1,
86,2,,10512,3/1/2001,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Kigoma,-0.6666,29.6,1,
86,2,,10299,3/2/1997,2,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Lubutu,-0.7333,26.5833,1,
86,2,,10182,8/6/1967,1,Congo/Zaire 1965-1997,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bukavu,-2.5,28.8666,1,
86,2,,10410,10/20/1998,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bumbi,-1.0955,29.3838,1,
86,2,,10936,7/1/2000,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Ikela,0.35,23.4333,1,
86,2,,10204,3/17/1977,2,Congo/Zaire 1965-1997,FLNC,"Congo, Democratic Republic of (Zaire)",490,Kasai-Occidental,Tshikapa,-6.4166,20.8,1,
86,2,,10579,10/1/1999,3,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Libanda,3.5333,18.7333,1,
86,2,,10235,3/1/1998,1,Congo/Zaire 1997-2001,PALIR- People Bearing Arms to Liberate Rwanda,"Congo, Democratic Republic of (Zaire)",490,Kivu,Ngusa,-3.2827,28.6786,1,
86,2,,10312,3/26/1997,1,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Bunia,1.5666,30.25,1,
86,2,,10173,4/8/1966,3,Congo/Zaire 1965-1997,CNL,"Congo, Democratic Republic of (Zaire)",490,Equateur,Bokungu,-1.5666,23.8333,1,
86,2,,10546,12/16/2004,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bukavu,-2.5,28.8666,1,
86,2,,10616,12/31/2002,3,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Bonia,-0.9166,19.1,1,
86,2,,10137,10/3/1964,1,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Kivu,Masisi,-1.4,28.8166,1,
86,2,,10275,12/30/1996,1,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Fizi,-4.3011,28.9441,1,
86,2,,11019,4/17/2000,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Basankusu,1.2333,19.8,1,
86,2,,10962,12/15/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Kivu,Goma,-1.6933,29.2338,1,
86,2,,10435,1/31/1999,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Equateur,Gemena,3.25,19.7666,1,
86,2,,10487,11/9/1999,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Bandundu,Ikela,-2.4,20.0166,1,
86,2,,10981,8/26/2000,1,Congo/Zaire 1997-2001,PALIR- People Bearing Arms to Liberate Rwanda,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bukavu,-2.5,28.8666,1,
86,2,,10256,10/22/1996,2,Congo/Zaire 1965-1997,Tutsi forces with Rwanda ( Pre ADFL),"Congo, Democratic Republic of (Zaire)",490,Kivu,Kamanyola,-2.7666,29,1,
86,2,,10567,7/4/1999,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Gemena,3.25,19.7666,1,
86,2,,10152,11/24/1965,3,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Kisangani,0.5,25.2,1,Congo/Zaire
86,2,,10342,2/1/1998,5,Congo/Zaire 1997-2001,Opposition militias,Central African Republic,482,Lobaye,Mbou,4.7666,17.2,1,
86,2,,10753,11/4/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10945,10/1/1999,5,Congo/Zaire 1997-2001,RCD-GOMA remaining RCD after ML faction,"Congo, Democratic Republic of (Zaire)",490,Kivu,Goma,-1.6933,29.2338,1,
86,2,,10112,6/16/1964,1,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Kivu,Maniema,-1.1833,28.6166,1,
86,2,,10972,10/10/2000,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Emate-Loa,1.2666,18.7,1,
86,2,,10308,3/15/1997,2,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Ngolombe,-2.6833,28.25,1,AFDL-Alliance of Democratic Forces for the Liberation of Congo
86,2,,10609,12/23/2002,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Beni,0.5,29.4666,1,
86,2,,10214,5/11/1978,2,Congo/Zaire 1965-1997,FLNC,"Congo, Democratic Republic of (Zaire)",490,Shaba,Mutshatsha,-10.65,24.45,1,
86,2,,10394,9/15/1998,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Kisangani,0.5,25.2,1,RCD-Congolese Rally for Democracy
86,2,,10404,10/6/1998,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Punia,-1.4666,26.45,1,
86,2,,10922,3/15/2001,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Bandundu,Kabalo,-6.55,17.7666,1,
86,2,,10495,10/25/2000,3,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Shaba,Mutoto,-7.75,29.2833,1,
86,2,,10098,2/15/1964,2,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Kivu,Idiba,-1.8833,27.1666,1,
86,2,,10590,1/11/2000,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Dongo Pene Pania,-4.5666,26.4,1,
86,2,,10506,12/24/2000,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Shaba,Manono,-5.1,26.4166,1,
86,2,,10183,11/3/1967,2,Congo/Zaire 1965-1997,Katanga rebels,"Congo, Democratic Republic of (Zaire)",490,Shaba,Dilolo,-10.4666,22.4666,1,
86,2,,10101,4/20/1964,4,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bukavu,-2.5,28.8666,1,CNL
86,2,,10447,3/16/1999,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kasai-Occidental,Matadi,-6.7833,21.6166,1,
86,2,,10201,3/10/1977,2,Congo/Zaire 1965-1997,FLNC,"Congo, Democratic Republic of (Zaire)",490,Shaba,Dilolo,-10.4666,22.4666,1,
86,2,,10287,2/11/1997,1,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Lubutu,-0.7333,26.5833,1,
86,2,,10800,3/20/2001,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10566,7/4/1999,3,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Gbadolite,4.2833,21.0166,1,
86,2,,10320,4/8/1997,6,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Kangangwa,-4.0666,27.1166,1,
86,2,,10340,6/3/1997,1,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Karuba,-1.5827,28.9861,1,
86,2,,10951,6/12/2000,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Goma,-1.6933,29.2338,1,
86,2,,10729,10/10/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10248,10/1/1996,5,Congo/Zaire 1965-1997,PALIR- People Bearing Arms to Liberate Rwanda,"Congo, Democratic Republic of (Zaire)",490,Kivu,Shabunda,-2.7,27.3333,1,
86,2,,10125,8/3/1964,3,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Bandundu,Kitota,-5.95,19.8333,1,
86,2,,10144,12/20/1964,1,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Wamba,2.15,28,1,
86,2,,10893,6/13/2000,5,Congo/Zaire 1997-2001,,"Congo, Democratic Republic of (Zaire)",490,Kinshasa,Kinshasa,-4.3,15.3,1,
86,2,,10983,6/8/2001,1,Congo/Zaire 1997-2001,PALIR- People Bearing Arms to Liberate Rwanda,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bukavu,-2.5,28.8666,1,
86,2,,10196,6/1/1993,5,Congo/Zaire 1965-1997,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Lubumbashi,-11.6666,27.4666,1,
86,2,,10772,11/23/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10411,10/25/1998,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kasai-Oriental,Mbuji-Mayi,-6.15,23.6,1,RCD-Congolese Rally for Democracy
86,2,,10934,6/13/2000,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Ikela,0.35,23.4333,1,
86,2,,10634,10/1/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10332,4/29/1997,5,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Bandundu,Kikwit,-5.0622,18.8772,1,
86,2,,10160,9/15/1991,1,Congo/Zaire 1965-1997,Mutiny/Coup DRC/Zaire,"Congo, Democratic Republic of (Zaire)",490,Shaba,Lubumbashi,-11.6666,27.4666,1,
86,2,,10559,3/1/1999,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Lisala,2.15,21.5166,1,
86,2,,10619,4/18/2002,7,Congo/Zaire 1997-2001,,"Congo, Democratic Republic of (Zaire)",490,Shaba,Zongwe,-7.3,30.2166,1,
86,2,,10998,3/15/2001,7,Congo/Zaire 1997-2001,,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bukavu,-2.5,28.8666,1,
86,2,,10536,10/19/2002,3,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Uvira,-3.4066,29.1458,1,
86,2,,10912,12/1/2000,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Shaba,Kalemie,-5.9333,29.2,1,
86,2,,10370,8/7/1998,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Bas-Zaire,Kitona,-5.9666,12.4666,1,
86,2,,10224,9/15/1997,1,Congo/Zaire 1997-2001,PALIR- People Bearing Arms to Liberate Rwanda,"Congo, Democratic Republic of (Zaire)",490,Kivu,Matshumbi,-1.6666,28.65,1,
86,2,,11009,1/1/2001,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Bolomba,0.4833,19.2,1,
86,2,,10513,3/4/2001,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Shabunda,-2.7,27.3333,1,
86,2,,10172,4/7/1966,3,Congo/Zaire 1965-1997,CNL,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Poko,3.15,26.8833,1,
86,2,,10234,3/1/1998,1,Congo/Zaire 1997-2001,PALIR- People Bearing Arms to Liberate Rwanda,"Congo, Democratic Republic of (Zaire)",490,Kivu,Matale,-2.65,28.3666,1,
86,2,,10113,6/19/1964,2,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Shaba,Albertville,-5.9333,29.2,1,
86,2,,10401,10/6/1998,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Ubundu,-0.35,25.4833,1,
86,2,,10297,3/2/1997,1,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bukavu,-2.5,28.8666,1,
86,2,,10363,8/4/1998,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Uvira,-3.4066,29.1458,1,
86,2,,10486,11/5/1999,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Bunia,1.5666,30.25,1,
86,2,,10434,1/31/1999,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Lubao,-2.6166,27.4833,1,
86,2,,10472,7/13/1999,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kasai-Occidental,Belenge,-5.6666,21.0166,1,
86,2,,10752,11/3/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10457,5/21/1999,1,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Shaba,Manono,-5.1,26.4166,1,
86,2,,10961,8/15/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Kivu,Goma,-1.6933,29.2338,1,
86,2,,10351,1/1/1998,1,Congo/Zaire 1997-2001,Mutiny/Coup DRC/Zaire,"Congo, Democratic Republic of (Zaire)",490,Kasai-Occidental,Matadi,-6.7833,21.6166,1,
86,2,,10153,1/6/1965,2,Congo/Zaire 1965-1997,Congo Muleist forces,"Congo, Democratic Republic of (Zaire)",490,Bandundu,Kwilu,-5.4166,19.15,1,Congo Muleist forces
86,2,,10343,2/1/1998,5,Congo/Zaire 1997-2001,Opposition militias,Central African Republic,482,Haut-Mbomou,Mbourou,5.3333,25.3166,1,
86,2,,10886,1/15/2001,1,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Kisangani,0.5,25.2,1,
86,2,,10274,12/26/1996,2,Congo/Zaire 1965-1997,AFDL-Alliance of Democratic Forces for the Liberation of Congo,"Congo, Democratic Republic of (Zaire)",490,Haut-Zaire,Bunia,1.5666,30.25,1,
86,2,,10399,9/25/1998,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Shaba,Kalemi,-5.9333,29.2,1,
86,2,,10547,12/22/2004,3,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bukavu,-2.5,28.8666,1,
86,2,,10982,2/1/2001,1,Congo/Zaire 1997-2001,PALIR- People Bearing Arms to Liberate Rwanda,"Congo, Democratic Republic of (Zaire)",490,Kivu,Bukavu,-2.5,28.8666,1,
86,2,,10909,5/7/2001,1,Congo/Zaire 1997-2001,PALIR- People Bearing Arms to Liberate Rwanda,"Congo, Democratic Republic of (Zaire)",490,Shaba,Kasama,-8.0666,28.9333,1,
86,2,,10215,5/11/1978,2,Congo/Zaire 1965-1997,FLNC,"Congo, Democratic Republic of (Zaire)",490,Shaba,Kolwezi,-10.7166,25.4725,1,
86,2,,10136,10/2/1964,1,Congo/Zaire 1960-1965,CNL,"Congo, Democratic Republic of (Zaire)",490,Kivu,Rutshuru,-1.1841,29.4488,1,
86,2,,10973,6/13/2000,3,Congo/Zaire 1997-2001,MLC-Mouvement pour la liberation du Congo,"Congo, Democratic Republic of (Zaire)",490,Equateur,Dongo,0.6,22.4666,1,
86,2,,10629,9/25/2000,1,Congo/Zaire 1997-2001,Opposition militias,"Congo, Democratic Republic of (Zaire)",490,Shaba,Pweto,-8.4666,28.9,1,
86,2,,10381,8/26/1998,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Kalemia,0.1,29.7,1,
86,2,,10466,6/15/1999,2,Congo/Zaire 1997-2001,RCD-Congolese Rally for Democracy,"Congo, Democratic Republic of (Zaire)",490,Kivu,Lusambo,-2.5,27.7666,1,
