age,sex,goo,coo,doa,famsize,bro,sis,sib,po,ind,ref,rei,res,dis,gov,cit,hfd,ffd,ad1,ad2,ad3,ad4,ad5,adp,a1,a2,a3,d1,d2,d3,p1,p2,p3,p4,p5,p6
10,female,Daraa ,,2013,3,0,1,1,Labour,Blue Collar,0,1,0,,,Hashmi,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
10,female,Daraa ,,2013,7,1,4,5,Labour,Blue Collar,0,1,0,,,Hashmi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,female,Daraa ,,2013,7,4,1,5,Labour,Blue Collar,0,1,0,,,Hashmi,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
11,female,Daraa ,,2013,12,4,5,9,Labour,Blue Collar,0,1,0,,,Hashmi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,female,Daraa ,,2013,8,6,1,7,Labour,Blue Collar,0,1,0,,,Hashmi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,female,Daraa ,,2013,8,1,5,6,Labour,Blue Collar,0,1,0,,,Hashmi,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,
11,male,Daraa ,,2013,6,,,0,Labour,Blue Collar,0,1,0,,,Hashmi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12,male,Daraa ,,2013,6,,,,Labour,Blue Collar,0,1,0,,,Hashmi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
11,female,Levant,,2013,9,3,4,7,Labour,Blue Collar,0,1,0,,,Hashmi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,female,,,2013,8,1,5,6,Labour,Blue Collar,0,1,0,,,Hashmi,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,1,0,0,0,0,0
10,male,,,2011,6,,,,Labour,Blue Collar,0,1,0,,,Hashmi,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13,male,Daraa ,,2013,5,2,1,3,Retail Food,Blue Collar,0,1,0,,,Hashmi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,male,,,2013,6,2,2,4,Retail Food,Blue Collar,0,1,0,,,Hashmi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
11,male,Daraa ,,2013,5,3,2,5,Retail Manager,Blue Collar,0,1,0,,,Hashmi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,female,Daraa ,,2013,6,2,2,4,Teacher,Blue Collar,0,1,0,,,Hashmi,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
7,male,Daraa,Inkhil,2013,4,1,1,2,Traveller,Blue Collar,0,1,0,,,Hashmi,1,1,0,0,0,1,1,1,-1,0,1,0,1,0,1,0,0,0,0,0
7,male,Daraa,Inkhil,2013,6,3,1,4,Traveller,Blue Collar,0,1,0,,,Hashmi,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
15,female,,,2013,12,5,7,12,Traveller,Blue Collar,0,1,0,,,Hashmi,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
14,male,,,2013,6,,,0,,,0,1,0,,,Hashmi,1,1,0,0,0,1,1,1,-1,0,0,1,0,0,1,1,1,0,0,0
5,male,Damascus,Bilad al-Sham,2012,5,2,1,3,Driver,Blue Collar,0,1,0,,,Irbid,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
7,male,Damascus,Bilad al-Sham,2012,5,2,1,3,Driver,Blue Collar,0,1,0,,,Irbid,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
8,male,Damascus,Bilad al-Sham,2012,5,2,1,3,Driver,Blue Collar,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
10,female,Damascus,,2012,6,2,1,3,Driver,Blue Collar,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
10,male,Daraa ,,2012,5,1,2,3,Driver,Blue Collar,0,1,0,,,Irbid,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
10,male,Daraa ,,2013,7,2,2,4,Driver,Blue Collar,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,
10,male,Homs,,2013,5,0,2,2,Driver,Blue Collar,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
7,female,Daraa ,,2012,3,1,0,1,Farmer,Agriculture,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
9,male,Daraa ,,2013,8,4,1,5,Farmer,Agriculture,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,
11,male,Daraa ,,2013,8,4,1,5,Farmer,Agriculture,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,
12,male,Daraa ,,2013,8,4,1,5,Farmer,Agriculture,0,1,0,,,Irbid,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,
6,female,Daraa ,,2013,4,1,1,2,Food Industry,Blue Collar,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
5,female,Daraa ,,2012,4,1,0,1,Labor Electrician,Blue Collar,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
12,male,Daraa ,,2012,7,3,1,4,Mehanic,Blue Collar,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
11,male,Damascus,,2013,5,2,0,2,Public Relations,White Collar,0,1,0,,,Irbid,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
11,female,Homs,,2012,4,1,0,1,Restaurant,Blue Collar,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0
7,female,Daraa ,,2012,6,3,0,3,Retail,Blue Collar,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
11,male,Daraa ,,2012,6,1,2,3,Retail Food,Blue Collar,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
7,female,Daraa ,,2013,6,3,0,3,Smith,Blue Collar,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,male,Daraa ,,2013,6,2,1,3,Smith,Blue Collar,0,1,0,,,Irbid,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
6,male,Damascus,,2013,5,1,1,2,Steel Work,Blue Collar,0,1,0,,,Irbid,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,
8,female,Daraa ,,2013,8,3,2,5,Trading,White Collar,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,
12,female,Daraa ,,2012,3,0,1,2,Unknown,Unknown,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
7,female,Aleppo,Manbij,,5,1,2,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
12,female,Aleppo,Manbij,,11,6,3,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
6,male,Aleppo,Manbij,,7,3,2,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
8,male,Aleppo,Manbij,,6,2,2,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
8,male,Aleppo,Manbij,,10,3,5,,,,0,1,0,,,Irbid,1,1,1,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0
9,male,Aleppo,Manbij,,8,5,1,,,,0,1,0,,,Irbid,1,1,1,0,0,0,0,1,-1,0,0,0,0,0,0,1,0,1,1,0
8,male,Daraa,Nawa,,6,2,2,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,1,0,0,0,0,0
11,,Deir ez-Zor,Sabkhat al Barghuth,,7,2,3,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
8,female,Daraa,Sidon,,10,4,4,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0
9,female,Daraa,Sidon,,10,4,4,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0
11,female,Daraa,Taybeh,,6,1,3,,,,0,1,0,,,Irbid,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
9,male,Daraa,Taybeh,,6,3,1,,,,0,1,0,,,Irbid,1,1,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0
12,male,Daraa,Taybeh,,6,3,1,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
6,female,Aleppo,,,5,1,2,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
7,female,Aleppo,,,10,5,3,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,female,Aleppo,,,6,2,2,,,,0,1,0,,,Irbid,1,1,1,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0
8,female,Aleppo,,,6,3,1,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9,female,Aleppo,,,6,2,2,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0
11,female,Aleppo,,,10,3,5,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
15,female,Aleppo,,,6,1,3,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,1,-1,0,1,0,0,0,1,0,0,0,0,0
6,male,Aleppo,,,10,5,3,,,,0,1,0,,,Irbid,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0
6,male,Aleppo,,,10,3,5,,,,0,1,0,,,Irbid,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
6,male,Aleppo,,,6,4,,,,,0,1,0,,,Irbid,1,1,1,0,0,1,1,1,-1,0,1,0,0,0,1,0,0,0,0,0
6,male,Aleppo,,,6,3,1,,,,0,1,0,,,Irbid,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7,male,Aleppo,,,6,2,2,,,,0,1,0,,,Irbid,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,male,Aleppo,,,8,5,1,,,,0,1,0,,,Irbid,1,1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
8,male,Aleppo,,,5,2,1,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,1,-1,0,1,0,1,0,1,0,0,0,0,0
6,female,Daraa ,,,5,2,1,,,,0,1,0,,,Irbid,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6,female,Daraa ,,,2,0,1,,,,0,1,0,,,Irbid,1,1,1,0,0,1,1,1,-1,0,1,0,0,1,1,0,0,1,0,0
6,female,Daraa ,,,6,2,2,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
6,female,Daraa ,,,4,,2,,,,0,1,0,,,Irbid,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
6,female,Daraa ,,,5,1,2,,,,0,1,0,,,Irbid,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
6,female,Daraa ,,,5,2,1,,,,0,1,0,,,Irbid,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
6,female,Daraa ,,,4,,2,,,,0,1,0,,,Irbid,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
9,female,Daraa ,,,6,1,3,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,1,-1,0,1,0,0,0,1,0,0,0,0,0
10,female,Daraa ,,,10,5,3,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
11,female,Daraa ,,,9,4,3,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
12,female,Daraa ,,,11,4,3,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
6,male,Daraa ,,,6,3,1,,,,0,1,0,,,Irbid,1,1,1,0,0,0,0,1,-1,-1,1,0,1,0,0,1,0,0,0,0
6,male,Daraa ,,,7,4,1,,,,0,1,0,,,Irbid,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0
6,male,Daraa ,,,8,3,3,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,1,-1,0,1,0,0,1,0,0,0,0,0,0
7,male,Daraa ,,,10,4,4,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0
8,male,Daraa ,,,6,3,1,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,male,Daraa ,,,7,2,3,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0
10,male,Daraa ,,,8,,,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
12,male,Daraa ,,,11,4,5,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,1,-1,0,0,1,0,0,1,0,0,0,0,0
14,male,Daraa ,,,10,7,2,,,,0,1,0,,,Irbid,1,1,1,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
8,,Daraa ,,,5,3,,,,,0,1,0,,,Irbid,1,1,1,0,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0
10,,Daraa ,,,4,1,1,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0
9,male,Homs,,,6,2,2,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
6,female,Raqqa,,,6,2,2,,,,0,1,0,,,Irbid,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
9,female,Raqqa,,,6,2,2,,,,0,1,0,,,Irbid,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,male,Raqqa,,,4,1,1,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,1,-1,0,1,1,0,0,1,0,0,0,0,0
5,female,,,,,,,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
10,female,,,,,,,,,,0,1,0,,,Irbid,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11,female,,,,,,,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,female,,,,,,,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,.,.,.,.,.,.
11,female,,,,,,,,,,0,1,0,,,Irbid,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5,male,,,,,,,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,male,,,,,,,,,,0,1,0,,,Irbid,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,male,,,,,,,,,,0,1,0,,,Irbid,1,1,1,0,1,0,0,1,0,-1,0,0,0,0,1,0,0,1,0,0
9,male,,,,,,,,,,0,1,0,,,Irbid,1,1,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0
10,male,,,,,,,,,,0,1,0,,,Irbid,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
12,male,,,,,,,,,,0,1,0,,,Irbid,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
10,male,Aleppo,,2016,6,3,0,3,Construction,Blue Collar,0,1,0,,,Jerash,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
11,male,Aleppo,,2016,6,3,0,3,Construction,Blue Collar,0,1,0,,,Jerash,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,male,Aleppo,,2014,7,2,2,4,Farmer,Agriculture,0,1,0,,,Jerash,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
10,male,Aleppo,,2014,7,2,2,4,Farmer,Agriculture,0,1,0,,,Jerash,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
9,female,Elbo,,2013,9,4,2,6,Farmer,Agriculture,0,1,0,,,Jerash,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
9,male,Elbo,,2013,9,3,3,6,Farmer,Agriculture,0,1,0,,,Jerash,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,male,Elbo,,2013,9,3,3,6,Farmer,Agriculture,0,1,0,,,Jerash,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,male,Elbo,,2014,8,3,2,5,Worker,Blue Collar,0,1,0,,,Jerash,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
9,male,Homs,,,,,,4,,,0,1,0,,,Mafraq,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,male,Homs,,,,,,5,,,0,1,0,,,Mafraq,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0
11,male,Homs,,,,,,,,,0,1,0,,,Mafraq,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
9,,Homs,,2012,,,,,,,0,1,0,,,Mafraq,1,1,1,0,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0
12,,Homs,,,,,,5,,,0,1,0,,,Mafraq,1,1,1,0,0,1,0,1,-1,0,0,0,1,0,1,1,0,0,1,0
13,,Homs,,,,,,5,,,0,1,0,,,Mafraq,1,1,0,0,0,1,1,1,-1,0,0,0,0,0,1,1,0,0,0,0
,,Homs,,,,,,5,,,0,1,0,,,Mafraq,1,1,0,0,0,1,1,1,-1,0,0,0,0,0,1,0,1,0,0,0
,,,,,,,,9,,,0,1,0,,,Mafraq,1,1,0,0,0,0,0,1,-1,0,0,1,0,0,0,1,0,0,1,1
11,female,Daraa ,,2013,7,4,0,4,Butcher,Blue Collar,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
9,female,Daraa ,,2012,5,3,0,3,Construction,Blue Collar,0,1,0,,,Ramtha,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
8,male,Daraa ,,2012,5,2,1,3,Construction,Blue Collar,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,female,Daraa ,,2012,6,3,0,3,Driver,Blue Collar,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,female,Daraa ,,2013,7,4,0,4,Driver,Blue Collar,0,1,0,,,Ramtha,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,female,Daraa ,,2012,7,2,2,4,Driver,Blue Collar,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,male,Daraa ,,2012,6,2,1,3,Driver,Blue Collar,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,male,Daraa ,,2013,7,4,0,4,Driver,Blue Collar,0,1,0,,,Ramtha,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,
9,male,Daraa ,,2012,6,2,1,3,Driver,Blue Collar,0,1,0,,,Ramtha,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
12,male,Daraa ,,2013,7,3,1,4,Driver,Blue Collar,0,1,0,,,Ramtha,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,
11,female,Daraa ,,2012,7,2,1,3,Government ,White Collar,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
10,male,Aleppo,Al-Sham,2013,5,1,1,2,Police,Blue Collar,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,
8,female,Daraa ,,2012,5,1,1,2,Retail Clothes,Blue Collar,0,1,0,,,Ramtha,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
10,male,Daraa ,,2013,8,4,1,5,Unknown,Unknown,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,
10,male,Daraa ,,2013,8,4,1,5,Unknown,Unknown,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,
11,male,Daraa ,,2013,8,4,1,5,Unknown,Unknown,0,1,0,,,Ramtha,1,0,0,0,0,0,0,1,-1,0,0,1,0,0,.,.,.,.,.,0
12,male,Daraa ,,2013,8,4,1,5,Unknown,Unknown,0,1,0,,,Ramtha,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
10,female,Daraa ,,2012,7,2,2,4,Worker,Blue Collar,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
11,female,Daraa ,,2012,6,2,1,3,Worker,Blue Collar,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,female,Daraa ,,2012,6,2,1,3,Worker,Blue Collar,0,1,0,,,Ramtha,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8,male,Daraa ,,2012,7,1,3,4,Worker,Blue Collar,0,1,0,,,Ramtha,1,1,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
8,female,,,,,,,,,,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
9,female,,,,,,,,,,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
9,female,,,,,,,,,,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
10,female,,,,,,,,,,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
11,female,,,,,,,,,,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
12,female,,,,,,,,,,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,1
6,male,,,,,,,,,,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
11,male,,,,,,,,,,0,1,0,,,Ramtha,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
12,male,,,,,,,,,,0,1,0,,,Ramtha,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0
6,female,,,,,,,,Lumber,Blue Collar,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
6,male,Jordan ,,,,,,,Private enterprises,White Collar,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
,male,Homs,Al-Jarrah,,6,,,,,,0,1,0,,,Sweileh,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
,male,Homs,Al-Jarrah,,6,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,0,1,1,0,0,1,0,0,0,0,0
,male,,YANB'A,,6,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,1,0
7,female,Jordan ,,,,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
7,male,Jordan ,,,,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0
7,male,Jordan ,,,4,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
9,male,Jordan ,,,7,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8,,Jordan ,,,5,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
,female,Raqqa,,,10,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,5,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,female,Syria,,,6,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,7,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,8,,,,,,0,1,0,,,Sweileh,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
,female,Syria,,,8,,,,,,0,1,0,,,Sweileh,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,8,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,8,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,8,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,8,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,8,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,10,,,,,,0,1,0,,,Sweileh,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,10,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,10,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
