"Region","Indicator","Unit","Date","Value"
"Senegal","Urban Population at mid-year","thousands","2005",4891
"Senegal","Urban Population at mid-year","thousands","2007",5203
"Senegal","Proportion of Urban Population Living in Slum Area","Percent","1990",70.6
"Senegal","Proportion of Urban Population Living in Slum Area","Percent","1995",59.8
"Senegal","Proportion of Urban Population Living in Slum Area","Percent","2000",48.9
"Senegal","Proportion of Urban Population Living in Slum Area","Percent","2005",43.3
"Senegal","Proportion of Urban Population Living in Slum Area","Percent","2007",41.1
"Senegal","Proportion of Urban Population Living in Slum Area","Percent","2009",38.8
"Senegal","Urban Slum Population at mid-year","thousands","1990",2071
"Senegal","Urban Slum Population at mid-year","thousands","1995",2051
"Senegal","Urban Slum Population at mid-year","thousands","2000",1955
"Senegal","Urban Slum Population at mid-year","thousands","2005",2010
"Senegal","Urban Slum Population at mid-year","thousands","2007",2030
"Senegal","Urban Slum Population at mid-year","thousands","2009",2048
"Sierra Leone","Urban Population at mid-year","thousands","1990",1346
"Sierra Leone","Urban Population at mid-year","thousands","1995",1417
"Sierra Leone","Urban Population at mid-year","thousands","2000",1605
"Sierra Leone","Urban Population at mid-year","thousands","2005",2057
"Sierra Leone","Urban Population at mid-year","thousands","2007",2194
"Sierra Leone","Proportion of Urban Population Living in Slum Area","Percent","2005",97
"Sierra Leone","Urban Slum Population at mid-year","thousands","2005",1824
"Somalia","Urban Population at mid-year","thousands","1990",1992
"Somalia","Urban Population at mid-year","thousands","1995",1962
"Somalia","Urban Population at mid-year","thousands","2000",2346
"Somalia","Urban Population at mid-year","thousands","2005",2884
"Somalia","Urban Population at mid-year","thousands","2007",3136
"Somalia","Proportion of Urban Population Living in Slum Area","Percent","2005",73.5
"Somalia","Proportion of Urban Population Living in Slum Area","Percent","2007",73.6
"Somalia","Proportion of Urban Population Living in Slum Area","Percent","2009",73.6
"Somalia","Urban Slum Population at mid-year","thousands","2005",2161
"Somalia","Urban Slum Population at mid-year","thousands","2007",2316
"Somalia","Urban Slum Population at mid-year","thousands","2009",2486
"South Africa","Urban Population at mid-year","thousands","1990",19034
"South Africa","Urban Population at mid-year","thousands","1995",22614
"South Africa","Urban Population at mid-year","thousands","2000",25827
"South Africa","Urban Population at mid-year","thousands","2005",28419
"South Africa","Urban Population at mid-year","thousands","2007",29266
"South Africa","Proportion of Urban Population Living in Slum Area","Percent","1990",46.2
"South Africa","Proportion of Urban Population Living in Slum Area","Percent","1995",39.7
"South Africa","Proportion of Urban Population Living in Slum Area","Percent","2000",33.2
"South Africa","Proportion of Urban Population Living in Slum Area","Percent","2005",28.7
"South Africa","Proportion of Urban Population Living in Slum Area","Percent","2007",23
"South Africa","Proportion of Urban Population Living in Slum Area","Percent","2009",23
"South Africa","Urban Slum Population at mid-year","thousands","1990",8834
"South Africa","Urban Slum Population at mid-year","thousands","1995",8950
"South Africa","Urban Slum Population at mid-year","thousands","2000",8475
"South Africa","Urban Slum Population at mid-year","thousands","2005",8179
"South Africa","Urban Slum Population at mid-year","thousands","2007",6814
"South Africa","Urban Slum Population at mid-year","thousands","2009",7055
"Sudan","Urban Population at mid-year","thousands","1990",6903
"Sudan","Urban Population at mid-year","thousands","1995",9233
"Sudan","Urban Population at mid-year","thousands","2000",12034
"Sudan","Urban Population at mid-year","thousands","2005",15043
"Sudan","Urban Population at mid-year","thousands","2007",16420
"Sudan","Proportion of Urban Population Living in Slum Area","Percent","2005",94.2
"Sudan","Urban Slum Population at mid-year","thousands","1990",6502
"Sudan","Urban Slum Population at mid-year","thousands","1995",8697
"Sudan","Urban Slum Population at mid-year","thousands","2000",11336
"Sudan","Urban Slum Population at mid-year","thousands","2005",14170
"Sudan","Urban Slum Population at mid-year","thousands","2007",15468
"Togo","Urban Population at mid-year","thousands","1990",1192
"Togo","Urban Population at mid-year","thousands","1995",1501
"Togo","Urban Population at mid-year","thousands","2000",1974
"Togo","Urban Population at mid-year","thousands","2005",2492
"Togo","Urban Population at mid-year","thousands","2007",2722
"Togo","Proportion of Urban Population Living in Slum Area","Percent","2005",62.1
"Togo","Urban Slum Population at mid-year","thousands","2005",1486
"Uganda","Urban Population at mid-year","thousands","1990",1976
"Uganda","Urban Population at mid-year","thousands","1995",2477
"Uganda","Urban Population at mid-year","thousands","2000",2983
"Uganda","Urban Population at mid-year","thousands","2005",3632
"Uganda","Urban Population at mid-year","thousands","2007",3955
"Uganda","Proportion of Urban Population Living in Slum Area","Percent","1990",75
"Uganda","Proportion of Urban Population Living in Slum Area","Percent","1995",75
"Uganda","Proportion of Urban Population Living in Slum Area","Percent","2000",75
"Uganda","Proportion of Urban Population Living in Slum Area","Percent","2005",66.7
"Uganda","Proportion of Urban Population Living in Slum Area","Percent","2007",63.4
"Uganda","Proportion of Urban Population Living in Slum Area","Percent","2009",60.1
"Uganda","Urban Slum Population at mid-year","thousands","1990",1473
"Uganda","Urban Slum Population at mid-year","thousands","1995",1833
"Uganda","Urban Slum Population at mid-year","thousands","2000",2214
"Uganda","Urban Slum Population at mid-year","thousands","2005",2403
"Uganda","Urban Slum Population at mid-year","thousands","2007",2487
"Uganda","Urban Slum Population at mid-year","thousands","2009",2578
"United Republic of Tanzania","Urban Population at mid-year","thousands","1990",4814
"United Republic of Tanzania","Urban Population at mid-year","thousands","1995",6143
"United Republic of Tanzania","Urban Population at mid-year","thousands","2000",7551
"United Republic of Tanzania","Urban Population at mid-year","thousands","2005",9313
"United Republic of Tanzania","Urban Population at mid-year","thousands","2007",10128
"United Republic of Tanzania","Proportion of Urban Population Living in Slum Area","Percent","1990",77.4
"United Republic of Tanzania","Proportion of Urban Population Living in Slum Area","Percent","1995",73.7
"United Republic of Tanzania","Proportion of Urban Population Living in Slum Area","Percent","2000",70.1
"United Republic of Tanzania","Proportion of Urban Population Living in Slum Area","Percent","2005",66.4
"United Republic of Tanzania","Proportion of Urban Population Living in Slum Area","Percent","2007",65
"United Republic of Tanzania","Proportion of Urban Population Living in Slum Area","Percent","2009",63.5
"United Republic of Tanzania","Urban Slum Population at mid-year","thousands","1990",3719
"United Republic of Tanzania","Urban Slum Population at mid-year","thousands","1995",4539
"United Republic of Tanzania","Urban Slum Population at mid-year","thousands","2000",5335
"United Republic of Tanzania","Urban Slum Population at mid-year","thousands","2005",6271
"United Republic of Tanzania","Urban Slum Population at mid-year","thousands","2007",6713
"United Republic of Tanzania","Urban Slum Population at mid-year","thousands","2009",7200
"Zambia","Urban Population at mid-year","thousands","1990",3201
"Zambia","Urban Population at mid-year","thousands","1995",3436
"Zambia","Urban Population at mid-year","thousands","2000",3637
"Zambia","Urban Population at mid-year","thousands","2005",4017
"Zambia","Urban Population at mid-year","thousands","2007",4198
"Zambia","Proportion of Urban Population Living in Slum Area","Percent","1990",57
"Zambia","Proportion of Urban Population Living in Slum Area","Percent","1995",57.1
"Zambia","Proportion of Urban Population Living in Slum Area","Percent","2000",57.2
"Zambia","Proportion of Urban Population Living in Slum Area","Percent","2005",57.2
"Zambia","Proportion of Urban Population Living in Slum Area","Percent","2007",57.3
"Zambia","Proportion of Urban Population Living in Slum Area","Percent","2009",57.3
"Zambia","Urban Slum Population at mid-year","thousands","1990",1778
"Zambia","Urban Slum Population at mid-year","thousands","1995",1930
"Zambia","Urban Slum Population at mid-year","thousands","2000",2083
"Zambia","Urban Slum Population at mid-year","thousands","2005",2350
"Zambia","Urban Slum Population at mid-year","thousands","2007",2483
"Zambia","Urban Slum Population at mid-year","thousands","2009",2633
"Zimbabwe","Urban Population at mid-year","thousands","1990",3040
"Zimbabwe","Urban Population at mid-year","thousands","1995",3742
"Zimbabwe","Urban Population at mid-year","thousands","2000",4273
"Zimbabwe","Urban Population at mid-year","thousands","2005",4706
"Zimbabwe","Urban Population at mid-year","thousands","2007",4911
"Zimbabwe","Proportion of Urban Population Living in Slum Area","Percent","1990",4
"Zimbabwe","Proportion of Urban Population Living in Slum Area","Percent","1995",3.7
"Zimbabwe","Proportion of Urban Population Living in Slum Area","Percent","2000",3.3
"Zimbabwe","Proportion of Urban Population Living in Slum Area","Percent","2005",17.9
"Zimbabwe","Proportion of Urban Population Living in Slum Area","Percent","2007",21
"Zimbabwe","Proportion of Urban Population Living in Slum Area","Percent","2009",24.1
"Zimbabwe","Urban Slum Population at mid-year","thousands","1990",121
"Zimbabwe","Urban Slum Population at mid-year","thousands","1995",138
"Zimbabwe","Urban Slum Population at mid-year","thousands","2000",140
"Zimbabwe","Urban Slum Population at mid-year","thousands","2005",801
"Zimbabwe","Urban Slum Population at mid-year","thousands","2007",963
"Zimbabwe","Urban Slum Population at mid-year","thousands","2009",1141
"China","Urban Population at mid-year","thousands","1990",314845
"China","Urban Population at mid-year","thousands","1995",380553
"China","Urban Population at mid-year","thousands","2000",454362
"China","Urban Population at mid-year","thousands","2005",530659
"China","Urban Population at mid-year","thousands","2007",561251
"China","Proportion of Urban Population Living in Slum Area","Percent","1990",43.6
"China","Proportion of Urban Population Living in Slum Area","Percent","1995",40.5
"China","Proportion of Urban Population Living in Slum Area","Percent","2000",37.3
"China","Proportion of Urban Population Living in Slum Area","Percent","2005",32.9
"China","Proportion of Urban Population Living in Slum Area","Percent","2007",31
"China","Proportion of Urban Population Living in Slum Area","Percent","2009",29.1
"China","Urban Slum Population at mid-year","thousands","1990",131670
"China","Urban Slum Population at mid-year","thousands","1995",151437
"China","Urban Slum Population at mid-year","thousands","2000",169102
"China","Urban Slum Population at mid-year","thousands","2005",183544
"China","Urban Slum Population at mid-year","thousands","2007",182934
"China","Urban Slum Population at mid-year","thousands","2009",180560
"Mongolia","Urban Population at mid-year","thousands","1990",1264
"Mongolia","Urban Population at mid-year","thousands","1995",1357
"Mongolia","Urban Population at mid-year","thousands","2000",1397
"Mongolia","Urban Population at mid-year","thousands","2005",1464
"Mongolia","Urban Population at mid-year","thousands","2007",1497
"Mongolia","Proportion of Urban Population Living in Slum Area","Percent","1990",68.5
"Mongolia","Proportion of Urban Population Living in Slum Area","Percent","1995",66.7
"Mongolia","Proportion of Urban Population Living in Slum Area","Percent","2000",64.9
"Mongolia","Proportion of Urban Population Living in Slum Area","Percent","2005",57.9
"Mongolia","Proportion of Urban Population Living in Slum Area","Percent","2007",57.9
"Mongolia","Urban Slum Population at mid-year","thousands","1990",866
"Mongolia","Urban Slum Population at mid-year","thousands","1995",860
"Mongolia","Urban Slum Population at mid-year","thousands","2000",882
"Mongolia","Urban Slum Population at mid-year","thousands","2005",878
"Mongolia","Urban Slum Population at mid-year","thousands","2007",915
"Bangladesh","Urban Population at mid-year","thousands","1990",22396
"Bangladesh","Urban Population at mid-year","thousands","1995",27398
"Bangladesh","Urban Population at mid-year","thousands","2000",32893
"Bangladesh","Urban Population at mid-year","thousands","2005",39351
"Bangladesh","Urban Population at mid-year","thousands","2007",42191
"Bangladesh","Proportion of Urban Population Living in Slum Area","Percent","1990",87.3
"Bangladesh","Proportion of Urban Population Living in Slum Area","Percent","1995",84.7
"Bangladesh","Proportion of Urban Population Living in Slum Area","Percent","2000",77.8
"Bangladesh","Proportion of Urban Population Living in Slum Area","Percent","2005",70.8
"Bangladesh","Proportion of Urban Population Living in Slum Area","Percent","2007",66.2
"Bangladesh","Proportion of Urban Population Living in Slum Area","Percent","2009",61.6
"Bangladesh","Urban Slum Population at mid-year","thousands","1990",19999
"Bangladesh","Urban Slum Population at mid-year","thousands","1995",23535
"Bangladesh","Urban Slum Population at mid-year","thousands","2000",25819
"Bangladesh","Urban Slum Population at mid-year","thousands","2005",27831
"Bangladesh","Urban Slum Population at mid-year","thousands","2007",27770
"Bangladesh","Urban Slum Population at mid-year","thousands","2009",27542
"India","Urban Population at mid-year","thousands","1990",219758
"India","Urban Population at mid-year","thousands","1995",253774
"India","Urban Population at mid-year","thousands","2000",289438
"India","Urban Population at mid-year","thousands","2005",325563
"India","Urban Population at mid-year","thousands","2007",341247
"India","Proportion of Urban Population Living in Slum Area","Percent","1990",54.9
"India","Proportion of Urban Population Living in Slum Area","Percent","1995",48.2
"India","Proportion of Urban Population Living in Slum Area","Percent","2000",41.5
"India","Proportion of Urban Population Living in Slum Area","Percent","2005",34.8
"India","Proportion of Urban Population Living in Slum Area","Percent","2007",32.1
"India","Proportion of Urban Population Living in Slum Area","Percent","2009",29.4
"India","Urban Slum Population at mid-year","thousands","1990",121022
"India","Urban Slum Population at mid-year","thousands","1995",122231
"India","Urban Slum Population at mid-year","thousands","2000",119698
"India","Urban Slum Population at mid-year","thousands","2005",112913
"India","Urban Slum Population at mid-year","thousands","2007",109102
"India","Urban Slum Population at mid-year","thousands","2009",104679
"Nepal","Urban Population at mid-year","thousands","1990",1692
"Nepal","Urban Population at mid-year","thousands","1995",2361
"Nepal","Urban Population at mid-year","thousands","2000",3280
"Nepal","Urban Population at mid-year","thousands","2005",4269
"Nepal","Urban Population at mid-year","thousands","2007",4712
"Nepal","Proportion of Urban Population Living in Slum Area","Percent","1990",70.6
"Nepal","Proportion of Urban Population Living in Slum Area","Percent","1995",67.3
"Nepal","Proportion of Urban Population Living in Slum Area","Percent","2000",64
"Nepal","Proportion of Urban Population Living in Slum Area","Percent","2005",60.7
"Nepal","Proportion of Urban Population Living in Slum Area","Percent","2007",59.4
"Nepal","Proportion of Urban Population Living in Slum Area","Percent","2009",58.1
"Nepal","Urban Slum Population at mid-year","thousands","1990",1194
"Nepal","Urban Slum Population at mid-year","thousands","1995",1585
"Nepal","Urban Slum Population at mid-year","thousands","2000",2100
"Nepal","Urban Slum Population at mid-year","thousands","2005",2630
"Nepal","Urban Slum Population at mid-year","thousands","2007",2850
"Nepal","Urban Slum Population at mid-year","thousands","2009",3075
"Pakistan","Urban Population at mid-year","thousands","1990",34548
"Pakistan","Urban Population at mid-year","thousands","1995",40676
"Pakistan","Urban Population at mid-year","thousands","2000",47884
"Pakistan","Urban Population at mid-year","thousands","2005",55135
"Pakistan","Urban Population at mid-year","thousands","2007",58487
"Pakistan","Proportion of Urban Population Living in Slum Area","Percent","1990",51
"Pakistan","Proportion of Urban Population Living in Slum Area","Percent","1995",49.8
"Pakistan","Proportion of Urban Population Living in Slum Area","Percent","2000",48.7
"Pakistan","Proportion of Urban Population Living in Slum Area","Percent","2005",47.5
"Pakistan","Proportion of Urban Population Living in Slum Area","Percent","2007",47
"Pakistan","Proportion of Urban Population Living in Slum Area","Percent","2009",46.6
"Pakistan","Urban Slum Population at mid-year","thousands","1990",18054
"Pakistan","Urban Slum Population at mid-year","thousands","1995",20688
"Pakistan","Urban Slum Population at mid-year","thousands","2000",23890
"Pakistan","Urban Slum Population at mid-year","thousands","2005",27158
"Pakistan","Urban Slum Population at mid-year","thousands","2007",28529
"Pakistan","Urban Slum Population at mid-year","thousands","2009",29965
"Cambodia","Urban Population at mid-year","thousands","1990",1222
"Cambodia","Urban Population at mid-year","thousands","1995",1613
"Cambodia","Urban Population at mid-year","thousands","2000",2161
"Cambodia","Urban Population at mid-year","thousands","2005",2753
"Cambodia","Urban Population at mid-year","thousands","2007",3022
"Cambodia","Proportion of Urban Population Living in Slum Area","Percent","2005",78.9
"Cambodia","Urban Slum Population at mid-year","thousands","1990",964
"Cambodia","Urban Slum Population at mid-year","thousands","1995",1273
"Cambodia","Urban Slum Population at mid-year","thousands","2000",1705
"Cambodia","Urban Slum Population at mid-year","thousands","2005",2052
"Cambodia","Urban Slum Population at mid-year","thousands","2007",2385
"Indonesia","Urban Population at mid-year","thousands","1990",55922
"Indonesia","Urban Population at mid-year","thousands","1995",70188
"Indonesia","Urban Population at mid-year","thousands","2000",88918
"Indonesia","Urban Population at mid-year","thousands","2005",108828
"Indonesia","Urban Population at mid-year","thousands","2007",116832
"Indonesia","Proportion of Urban Population Living in Slum Area","Percent","1990",50.8
"Indonesia","Proportion of Urban Population Living in Slum Area","Percent","1995",42.6
"Indonesia","Proportion of Urban Population Living in Slum Area","Percent","2000",34.4
"Indonesia","Proportion of Urban Population Living in Slum Area","Percent","2005",26.3
"Indonesia","Proportion of Urban Population Living in Slum Area","Percent","2007",23
"Indonesia","Proportion of Urban Population Living in Slum Area","Percent","2009",23
"Indonesia","Urban Slum Population at mid-year","thousands","1990",27559
"Indonesia","Urban Slum Population at mid-year","thousands","1995",29017
"Indonesia","Urban Slum Population at mid-year","thousands","2000",29691
"Indonesia","Urban Slum Population at mid-year","thousands","2005",24777
"Indonesia","Urban Slum Population at mid-year","thousands","2007",22456
"Indonesia","Urban Slum Population at mid-year","thousands","2009",23255
"Lao People's Democratic Republic","Urban Population at mid-year","thousands","1990",629
"Lao People's Democratic Republic","Urban Population at mid-year","thousands","1995",815
"Lao People's Democratic Republic","Urban Population at mid-year","thousands","2000",1148
"Lao People's Democratic Republic","Urban Population at mid-year","thousands","2005",1551
"Lao People's Democratic Republic","Urban Population at mid-year","thousands","2007",1740
"Lao People's Democratic Republic","Proportion of Urban Population Living in Slum Area","Percent","2005",79.3
"Lao People's Democratic Republic","Urban Slum Population at mid-year","thousands","2005",1277
"Myanmar","Urban Population at mid-year","thousands","1990",9986
"Myanmar","Urban Population at mid-year","thousands","1995",11270
"Myanmar","Urban Population at mid-year","thousands","2000",12860
"Myanmar","Urban Population at mid-year","thousands","2005",14700
"Myanmar","Urban Population at mid-year","thousands","2007",15575
"Myanmar","Proportion of Urban Population Living in Slum Area","Percent","2005",45.6
"Myanmar","Urban Slum Population at mid-year","thousands","2005",6701
"Philippines","Urban Population at mid-year","thousands","1990",29863
"Philippines","Urban Population at mid-year","thousands","1995",37053
"Philippines","Urban Population at mid-year","thousands","2000",44621
"Philippines","Urban Population at mid-year","thousands","2005",53032
"Philippines","Urban Population at mid-year","thousands","2007",56503
"Philippines","Proportion of Urban Population Living in Slum Area","Percent","1990",54.3
"Philippines","Proportion of Urban Population Living in Slum Area","Percent","1995",50.8
"Philippines","Proportion of Urban Population Living in Slum Area","Percent","2000",47.2
"Philippines","Proportion of Urban Population Living in Slum Area","Percent","2005",43.7
"Philippines","Proportion of Urban Population Living in Slum Area","Percent","2007",42.3
"Philippines","Proportion of Urban Population Living in Slum Area","Percent","2009",40.9
"Philippines","Urban Slum Population at mid-year","thousands","1990",16479
"Philippines","Urban Slum Population at mid-year","thousands","1995",17158
"Philippines","Urban Slum Population at mid-year","thousands","2000",17613
"Philippines","Urban Slum Population at mid-year","thousands","2005",17972
"Philippines","Urban Slum Population at mid-year","thousands","2007",18134
"Philippines","Urban Slum Population at mid-year","thousands","2009",18302
"Thailand","Urban Population at mid-year","thousands","1990",15974
"Thailand","Urban Population at mid-year","thousands","1995",17416
"Thailand","Urban Population at mid-year","thousands","2000",18893
"Thailand","Urban Population at mid-year","thousands","2005",20352
"Thailand","Urban Population at mid-year","thousands","2007",21021
"Thailand","Proportion of Urban Population Living in Slum Area","Percent","2005",26
"Thailand","Proportion of Urban Population Living in Slum Area","Percent","2007",26.5
"Thailand","Proportion of Urban Population Living in Slum Area","Percent","2009",27
"Thailand","Urban Slum Population at mid-year","thousands","2005",5539
"Thailand","Urban Slum Population at mid-year","thousands","2007",5841
"Thailand","Urban Slum Population at mid-year","thousands","2009",6146
"Viet Nam","Urban Population at mid-year","thousands","1990",13403
"Viet Nam","Urban Population at mid-year","thousands","1995",16284
"Viet Nam","Urban Population at mid-year","thousands","2000",19204
"Viet Nam","Urban Population at mid-year","thousands","2005",22454
"Viet Nam","Urban Population at mid-year","thousands","2007",23888
"Viet Nam","Proportion of Urban Population Living in Slum Area","Percent","1990",60.5
"Viet Nam","Proportion of Urban Population Living in Slum Area","Percent","1995",54.6
"Viet Nam","Proportion of Urban Population Living in Slum Area","Percent","2000",48.8
"Viet Nam","Proportion of Urban Population Living in Slum Area","Percent","2005",41.3
"Viet Nam","Proportion of Urban Population Living in Slum Area","Percent","2007",38.3
"Viet Nam","Proportion of Urban Population Living in Slum Area","Percent","2009",35.2
"Viet Nam","Urban Slum Population at mid-year","thousands","1990",8118
"Viet Nam","Urban Slum Population at mid-year","thousands","1995",8852
"Viet Nam","Urban Slum Population at mid-year","thousands","2000",9395
"Viet Nam","Urban Slum Population at mid-year","thousands","2005",9491
"Viet Nam","Urban Slum Population at mid-year","thousands","2007",9396
"Viet Nam","Urban Slum Population at mid-year","thousands","2009",9224
"Iraq","Urban Population at mid-year","thousands","1990",12906
"Iraq","Urban Population at mid-year","thousands","1995",14878
"Iraq","Urban Population at mid-year","thousands","2000",16993
"Iraq","Urban Population at mid-year","thousands","2005",18729
"Iraq","Urban Population at mid-year","thousands","2007",19316
"Iraq","Proportion of Urban Population Living in Slum Area","Percent","1990",16.9
"Iraq","Proportion of Urban Population Living in Slum Area","Percent","1995",16.9
"Iraq","Proportion of Urban Population Living in Slum Area","Percent","2000",16.9
"Iraq","Proportion of Urban Population Living in Slum Area","Percent","2005",52.8
"Iraq","Proportion of Urban Population Living in Slum Area","Percent","2007",52.8
"Iraq","Proportion of Urban Population Living in Slum Area","Percent","2009",52.8
"Iraq","Urban Slum Population at mid-year","thousands","1990",2131
"Iraq","Urban Slum Population at mid-year","thousands","1995",2439
"Iraq","Urban Slum Population at mid-year","thousands","2000",2828
"Iraq","Urban Slum Population at mid-year","thousands","2005",9974
"Iraq","Urban Slum Population at mid-year","thousands","2007",10361
"Iraq","Urban Slum Population at mid-year","thousands","2009",10759
"Jordan","Urban Population at mid-year","thousands","1990",2350
"Jordan","Urban Population at mid-year","thousands","1995",3366
"Jordan","Urban Population at mid-year","thousands","2000",3755
"Jordan","Urban Population at mid-year","thousands","2005",4341
"Jordan","Urban Population at mid-year","thousands","2007",4642
"Jordan","Proportion of Urban Population Living in Slum Area","Percent","2005",15.8
"Jordan","Proportion of Urban Population Living in Slum Area","Percent","2007",17.7
"Jordan","Proportion of Urban Population Living in Slum Area","Percent","2009",19.6
"Jordan","Urban Slum Population at mid-year","thousands","2005",689
"Jordan","Urban Slum Population at mid-year","thousands","2007",824
"Jordan","Urban Slum Population at mid-year","thousands","2009",971
"Lebanon","Urban Population at mid-year","thousands","1990",2472
"Lebanon","Urban Population at mid-year","thousands","1995",2961
"Lebanon","Urban Population at mid-year","thousands","2000",3244
"Lebanon","Urban Population at mid-year","thousands","2005",3473
"Lebanon","Urban Population at mid-year","thousands","2007",3560
"Lebanon","Proportion of Urban Population Living in Slum Area","Percent","2005",53.1
"Lebanon","Urban Slum Population at mid-year","thousands","2005",1877
"Saudi Arabia","Urban Population at mid-year","thousands","1990",12449
"Saudi Arabia","Urban Population at mid-year","thousands","1995",14358
"Saudi Arabia","Urban Population at mid-year","thousands","2000",16614
"Saudi Arabia","Urban Population at mid-year","thousands","2005",19120
"Saudi Arabia","Urban Population at mid-year","thousands","2007",20138
"Saudi Arabia","Proportion of Urban Population Living in Slum Area","Percent","2005",18
"Saudi Arabia","Urban Slum Population at mid-year","thousands","2005",3442
"Syrian Arab Republic","Urban Population at mid-year","thousands","1990",6224
"Syrian Arab Republic","Urban Population at mid-year","thousands","1995",7314
"Syrian Arab Republic","Urban Population at mid-year","thousands","2000",8524
"Syrian Arab Republic","Urban Population at mid-year","thousands","2005",10049
"Syrian Arab Republic","Urban Population at mid-year","thousands","2007",10726
"Syrian Arab Republic","Proportion of Urban Population Living in Slum Area","Percent","2005",10.5
"Syrian Arab Republic","Proportion of Urban Population Living in Slum Area","Percent","2007",22.5
"Syrian Arab Republic","Urban Slum Population at mid-year","thousands","2005",1080
"Syrian Arab Republic","Urban Slum Population at mid-year","thousands","2007",2516
"Turkey","Urban Population at mid-year","thousands","1990",33949
"Turkey","Urban Population at mid-year","thousands","1995",38974
"Turkey","Urban Population at mid-year","thousands","2000",44126
"Turkey","Urban Population at mid-year","thousands","2005",49097
"Turkey","Urban Population at mid-year","thousands","2007",51101
"Turkey","Proportion of Urban Population Living in Slum Area","Percent","1990",23.4
"Turkey","Proportion of Urban Population Living in Slum Area","Percent","1995",20.7
"Turkey","Proportion of Urban Population Living in Slum Area","Percent","2000",17.9
"Turkey","Proportion of Urban Population Living in Slum Area","Percent","2005",15.5
"Turkey","Proportion of Urban Population Living in Slum Area","Percent","2007",14.1
"Turkey","Proportion of Urban Population Living in Slum Area","Percent","2009",13
"Turkey","Urban Slum Population at mid-year","thousands","1990",7773
"Turkey","Urban Slum Population at mid-year","thousands","1995",7859
"Turkey","Urban Slum Population at mid-year","thousands","2000",7714
"Turkey","Urban Slum Population at mid-year","thousands","2005",7422
"Turkey","Urban Slum Population at mid-year","thousands","2007",7022
"Turkey","Urban Slum Population at mid-year","thousands","2009",6728
"Yemen","Urban Population at mid-year","thousands","1990",2577
"Yemen","Urban Population at mid-year","thousands","1995",3688
"Yemen","Urban Population at mid-year","thousands","2000",4776
"Yemen","Urban Population at mid-year","thousands","2005",6104
"Yemen","Urban Population at mid-year","thousands","2007",6729
"Yemen","Proportion of Urban Population Living in Slum Area","Percent","2005",67.2
"Yemen","Proportion of Urban Population Living in Slum Area","Percent","2007",76.8
"Yemen","Urban Slum Population at mid-year","thousands","2005",4088
"Yemen","Urban Slum Population at mid-year","thousands","2007",5140
"Latin America and the Caribbean","Urban Population at mid-year","thousands","1990",311042
"Latin America and the Caribbean","Urban Population at mid-year","thousands","1995",352267
"Latin America and the Caribbean","Urban Population at mid-year","thousands","2000",393420
"Latin America and the Caribbean","Urban Population at mid-year","thousands","2005",432646
"Latin America and the Caribbean","Urban Population at mid-year","thousands","2007",447430
"Latin America and the Caribbean","Urban Population at mid-year","thousands","2010",468757
"Latin America and the Caribbean","Urban Population at mid-year","thousands","2012",482496
"Latin America and the Caribbean","Proportion of Urban Population Living in Slum Area","Percent","1990",33.7
"Latin America and the Caribbean","Proportion of Urban Population Living in Slum Area","Percent","1995",31.5
"Latin America and the Caribbean","Proportion of Urban Population Living in Slum Area","Percent","2000",29.2
"Latin America and the Caribbean","Proportion of Urban Population Living in Slum Area","Percent","2005",25.5
"Latin America and the Caribbean","Proportion of Urban Population Living in Slum Area","Percent","2007",24.7
"Latin America and the Caribbean","Proportion of Urban Population Living in Slum Area","Percent","2010",23.5
"Latin America and the Caribbean","Proportion of Urban Population Living in Slum Area","Percent","2012",23.5
"Latin America and the Caribbean","Urban Slum Population at mid-year","thousands","1990",104794
"Latin America and the Caribbean","Urban Slum Population at mid-year","thousands","1995",110871
"Latin America and the Caribbean","Urban Slum Population at mid-year","thousands","2000",114993
"Latin America and the Caribbean","Urban Slum Population at mid-year","thousands","2005",110129
"Latin America and the Caribbean","Urban Slum Population at mid-year","thousands","2007",110412
"Latin America and the Caribbean","Urban Slum Population at mid-year","thousands","2010",110194
"Latin America and the Caribbean","Urban Slum Population at mid-year","thousands","2012",113424
"Latin America and the Caribbean","Proportion of Urban Population","Percent","1990",70.3
"Latin America and the Caribbean","Proportion of Urban Population","Percent","1995",73
"Latin America and the Caribbean","Proportion of Urban Population","Percent","2000",75.5
"Latin America and the Caribbean","Proportion of Urban Population","Percent","2005",77.7
"Latin America and the Caribbean","Proportion of Urban Population","Percent","2007",78.5
"Latin America and the Caribbean","Proportion of Urban Population","Percent","2010",79.6
"Latin America and the Caribbean","Proportion of Urban Population","Percent","2012",80.3
"Argentina","Urban Population at mid-year","thousands","1990",28340
"Argentina","Urban Population at mid-year","thousands","1995",30883
"Argentina","Urban Population at mid-year","thousands","2000",33252
"Argentina","Urban Population at mid-year","thousands","2005",35411
"Argentina","Urban Population at mid-year","thousands","2007",36298
"Argentina","Proportion of Urban Population Living in Slum Area","Percent","1990",30.5
"Argentina","Proportion of Urban Population Living in Slum Area","Percent","1995",31.7
"Argentina","Proportion of Urban Population Living in Slum Area","Percent","2000",32.9
"Argentina","Proportion of Urban Population Living in Slum Area","Percent","2005",26.2
"Argentina","Proportion of Urban Population Living in Slum Area","Percent","2007",23.5
"Argentina","Proportion of Urban Population Living in Slum Area","Percent","2009",20.8
"Argentina","Urban Slum Population at mid-year","thousands","1990",8622
