"location","variable","Unit","Date","Value"
"Burundi","Surface water: inflow secured through treaties","10^9 m3/yr","1982",0
"Burundi","Surface water: inflow secured through treaties","10^9 m3/yr","1987",0
"Burundi","Surface water: inflow secured through treaties","10^9 m3/yr","1992",0
"Burundi","Surface water: inflow secured through treaties","10^9 m3/yr","1997",0
"Burundi","Surface water: inflow secured through treaties","10^9 m3/yr","2002",0
"Burundi","Surface water: inflow secured through treaties","10^9 m3/yr","2007",0
"Burundi","Surface water: inflow secured through treaties","10^9 m3/yr","2012",0
"Burundi","Surface water: inflow secured through treaties","10^9 m3/yr","2014",0
"Burundi","Surface water: total flow of border rivers","10^9 m3/yr","1962",4.7
"Burundi","Surface water: total flow of border rivers","10^9 m3/yr","1967",4.7
"Burundi","Surface water: total flow of border rivers","10^9 m3/yr","1972",4.7
"Burundi","Surface water: total flow of border rivers","10^9 m3/yr","1977",4.7
"Burundi","Surface water: total flow of border rivers","10^9 m3/yr","1982",4.7
"Burundi","Surface water: total flow of border rivers","10^9 m3/yr","1987",4.7
"Burundi","Surface water: total flow of border rivers","10^9 m3/yr","1992",4.7
"Burundi","Surface water: total flow of border rivers","10^9 m3/yr","1997",4.7
"Burundi","Surface water: total flow of border rivers","10^9 m3/yr","2002",4.7
"Burundi","Surface water: total flow of border rivers","10^9 m3/yr","2007",4.7
"Burundi","Surface water: total flow of border rivers","10^9 m3/yr","2012",4.7
"Burundi","Surface water: total flow of border rivers","10^9 m3/yr","2014",4.7
"Burundi","Surface water: accounted flow of border rivers","10^9 m3/yr","1962",2.35
"Burundi","Surface water: accounted flow of border rivers","10^9 m3/yr","1967",2.35
"Burundi","Surface water: accounted flow of border rivers","10^9 m3/yr","1972",2.35
"Burundi","Surface water: accounted flow of border rivers","10^9 m3/yr","1977",2.35
"Burundi","Surface water: accounted flow of border rivers","10^9 m3/yr","1982",2.35
"Burundi","Surface water: accounted flow of border rivers","10^9 m3/yr","1987",2.35
"Burundi","Surface water: accounted flow of border rivers","10^9 m3/yr","1992",2.35
"Burundi","Surface water: accounted flow of border rivers","10^9 m3/yr","1997",2.35
"Burundi","Surface water: accounted flow of border rivers","10^9 m3/yr","2002",2.35
"Burundi","Surface water: accounted flow of border rivers","10^9 m3/yr","2007",2.35
"Burundi","Surface water: accounted flow of border rivers","10^9 m3/yr","2012",2.35
"Burundi","Surface water: accounted flow of border rivers","10^9 m3/yr","2014",2.35
"Burundi","Surface water: accounted inflow","10^9 m3/yr","1962",2.476
"Burundi","Surface water: accounted inflow","10^9 m3/yr","1967",2.476
"Burundi","Surface water: accounted inflow","10^9 m3/yr","1972",2.476
"Burundi","Surface water: accounted inflow","10^9 m3/yr","1977",2.476
"Burundi","Surface water: accounted inflow","10^9 m3/yr","1982",2.476
"Burundi","Surface water: accounted inflow","10^9 m3/yr","1987",2.476
"Burundi","Surface water: accounted inflow","10^9 m3/yr","1992",2.476
"Burundi","Surface water: accounted inflow","10^9 m3/yr","1997",2.476
"Burundi","Surface water: accounted inflow","10^9 m3/yr","2002",2.476
"Burundi","Surface water: accounted inflow","10^9 m3/yr","2007",2.476
"Burundi","Surface water: accounted inflow","10^9 m3/yr","2012",2.476
"Burundi","Surface water: accounted inflow","10^9 m3/yr","2014",2.476
"Burundi","Surface water: leaving the country (total)","10^9 m3/yr","1962",7.6
"Burundi","Surface water: leaving the country (total)","10^9 m3/yr","1967",7.6
"Burundi","Surface water: leaving the country (total)","10^9 m3/yr","1972",7.6
"Burundi","Surface water: leaving the country (total)","10^9 m3/yr","1977",7.6
"Burundi","Surface water: leaving the country (total)","10^9 m3/yr","1982",7.6
"Burundi","Surface water: leaving the country (total)","10^9 m3/yr","1987",7.6
"Burundi","Surface water: leaving the country (total)","10^9 m3/yr","1992",7.6
"Burundi","Surface water: leaving the country (total)","10^9 m3/yr","1997",7.6
"Burundi","Surface water: leaving the country (total)","10^9 m3/yr","2002",7.6
"Burundi","Surface water: leaving the country (total)","10^9 m3/yr","2007",7.6
"Burundi","Surface water: leaving the country (total)","10^9 m3/yr","2012",7.6
"Burundi","Surface water: leaving the country (total)","10^9 m3/yr","2014",7.6
"Burundi","Surface water: outflow not submitted to treaties","10^9 m3/yr","1962",7.6
"Burundi","Surface water: outflow not submitted to treaties","10^9 m3/yr","1967",7.6
"Burundi","Surface water: outflow not submitted to treaties","10^9 m3/yr","1972",7.6
"Burundi","Surface water: outflow not submitted to treaties","10^9 m3/yr","1977",7.6
"Burundi","Surface water: outflow not submitted to treaties","10^9 m3/yr","1982",7.6
"Burundi","Surface water: outflow not submitted to treaties","10^9 m3/yr","1987",7.6
"Burundi","Surface water: outflow not submitted to treaties","10^9 m3/yr","1992",7.6
"Burundi","Surface water: outflow not submitted to treaties","10^9 m3/yr","1997",7.6
"Burundi","Surface water: outflow not submitted to treaties","10^9 m3/yr","2002",7.6
"Burundi","Surface water: outflow not submitted to treaties","10^9 m3/yr","2007",7.6
"Burundi","Surface water: outflow not submitted to treaties","10^9 m3/yr","2012",7.6
"Burundi","Surface water: outflow not submitted to treaties","10^9 m3/yr","2014",7.6
"Burundi","Surface water: outflow submitted to treaties","10^9 m3/yr","1962",0
"Burundi","Surface water: outflow submitted to treaties","10^9 m3/yr","1967",0
"Burundi","Surface water: outflow submitted to treaties","10^9 m3/yr","1972",0
"Burundi","Surface water: outflow submitted to treaties","10^9 m3/yr","1977",0
"Burundi","Surface water: outflow submitted to treaties","10^9 m3/yr","1982",0
"Burundi","Surface water: outflow submitted to treaties","10^9 m3/yr","1987",0
"Burundi","Surface water: outflow submitted to treaties","10^9 m3/yr","1992",0
"Burundi","Surface water: outflow submitted to treaties","10^9 m3/yr","1997",0
"Burundi","Surface water: outflow submitted to treaties","10^9 m3/yr","2002",0
"Burundi","Surface water: outflow submitted to treaties","10^9 m3/yr","2007",0
"Burundi","Surface water: outflow submitted to treaties","10^9 m3/yr","2012",0
"Burundi","Surface water: outflow submitted to treaties","10^9 m3/yr","2014",0
"Burundi","Surface water: outflow secured through treaties","10^9 m3/yr","1962",0
"Burundi","Surface water: outflow secured through treaties","10^9 m3/yr","1967",0
"Burundi","Surface water: outflow secured through treaties","10^9 m3/yr","1972",0
"Burundi","Surface water: outflow secured through treaties","10^9 m3/yr","1977",0
"Burundi","Surface water: outflow secured through treaties","10^9 m3/yr","1982",0
"Burundi","Surface water: outflow secured through treaties","10^9 m3/yr","1987",0
"Burundi","Surface water: outflow secured through treaties","10^9 m3/yr","1992",0
"Burundi","Surface water: outflow secured through treaties","10^9 m3/yr","1997",0
"Burundi","Surface water: outflow secured through treaties","10^9 m3/yr","2002",0
"Burundi","Surface water: outflow secured through treaties","10^9 m3/yr","2007",0
"Burundi","Surface water: outflow secured through treaties","10^9 m3/yr","2012",0
"Burundi","Surface water: outflow secured through treaties","10^9 m3/yr","2014",0
"Burundi","Surface water: total external renewable","10^9 m3/yr","1962",2.476
"Burundi","Surface water: total external renewable","10^9 m3/yr","1967",2.476
"Burundi","Surface water: total external renewable","10^9 m3/yr","1972",2.476
"Burundi","Surface water: total external renewable","10^9 m3/yr","1977",2.476
"Burundi","Surface water: total external renewable","10^9 m3/yr","1982",2.476
"Burundi","Surface water: total external renewable","10^9 m3/yr","1987",2.476
"Burundi","Surface water: total external renewable","10^9 m3/yr","1992",2.476
"Burundi","Surface water: total external renewable","10^9 m3/yr","1997",2.476
"Burundi","Surface water: total external renewable","10^9 m3/yr","2002",2.476
"Burundi","Surface water: total external renewable","10^9 m3/yr","2007",2.476
"Burundi","Surface water: total external renewable","10^9 m3/yr","2012",2.476
"Burundi","Surface water: total external renewable","10^9 m3/yr","2014",2.476
"Burundi","Groundwater: entering the country (total)","10^9 m3/yr","1962",0
"Burundi","Groundwater: entering the country (total)","10^9 m3/yr","1967",0
"Burundi","Groundwater: entering the country (total)","10^9 m3/yr","1972",0
"Burundi","Groundwater: entering the country (total)","10^9 m3/yr","1977",0
"Burundi","Groundwater: entering the country (total)","10^9 m3/yr","1982",0
"Burundi","Groundwater: entering the country (total)","10^9 m3/yr","1987",0
"Burundi","Groundwater: entering the country (total)","10^9 m3/yr","1992",0
"Burundi","Groundwater: entering the country (total)","10^9 m3/yr","1997",0
"Burundi","Groundwater: entering the country (total)","10^9 m3/yr","2002",0
"Burundi","Groundwater: entering the country (total)","10^9 m3/yr","2007",0
"Burundi","Groundwater: entering the country (total)","10^9 m3/yr","2012",0
"Burundi","Groundwater: entering the country (total)","10^9 m3/yr","2014",0
"Burundi","Groundwater: accounted inflow","10^9 m3/yr","1962",0
"Burundi","Groundwater: accounted inflow","10^9 m3/yr","1967",0
"Burundi","Groundwater: accounted inflow","10^9 m3/yr","1972",0
"Burundi","Groundwater: accounted inflow","10^9 m3/yr","1977",0
"Burundi","Groundwater: accounted inflow","10^9 m3/yr","1982",0
"Burundi","Groundwater: accounted inflow","10^9 m3/yr","1987",0
"Burundi","Groundwater: accounted inflow","10^9 m3/yr","1992",0
"Burundi","Groundwater: accounted inflow","10^9 m3/yr","1997",0
"Burundi","Groundwater: accounted inflow","10^9 m3/yr","2002",0
"Burundi","Groundwater: accounted inflow","10^9 m3/yr","2007",0
"Burundi","Groundwater: accounted inflow","10^9 m3/yr","2012",0
"Burundi","Groundwater: accounted inflow","10^9 m3/yr","2014",0
"Burundi","Groundwater: leaving the country (total)","10^9 m3/yr","1962",0
"Burundi","Groundwater: leaving the country (total)","10^9 m3/yr","1967",0
"Burundi","Groundwater: leaving the country (total)","10^9 m3/yr","1972",0
"Burundi","Groundwater: leaving the country (total)","10^9 m3/yr","1977",0
"Burundi","Groundwater: leaving the country (total)","10^9 m3/yr","1982",0
"Burundi","Groundwater: leaving the country (total)","10^9 m3/yr","1987",0
"Burundi","Groundwater: leaving the country (total)","10^9 m3/yr","1992",0
"Burundi","Groundwater: leaving the country (total)","10^9 m3/yr","1997",0
"Burundi","Groundwater: leaving the country (total)","10^9 m3/yr","2002",0
"Burundi","Groundwater: leaving the country (total)","10^9 m3/yr","2007",0
"Burundi","Groundwater: leaving the country (total)","10^9 m3/yr","2012",0
"Burundi","Groundwater: leaving the country (total)","10^9 m3/yr","2014",0
"Burundi","Groundwater: accounted outflow","10^9 m3/yr","1962",0
"Burundi","Groundwater: accounted outflow","10^9 m3/yr","1967",0
"Burundi","Groundwater: accounted outflow","10^9 m3/yr","1972",0
"Burundi","Groundwater: accounted outflow","10^9 m3/yr","1977",0
"Burundi","Groundwater: accounted outflow","10^9 m3/yr","1982",0
"Burundi","Groundwater: accounted outflow","10^9 m3/yr","1987",0
"Burundi","Groundwater: accounted outflow","10^9 m3/yr","1992",0
"Burundi","Groundwater: accounted outflow","10^9 m3/yr","1997",0
"Burundi","Groundwater: accounted outflow","10^9 m3/yr","2002",0
"Burundi","Groundwater: accounted outflow","10^9 m3/yr","2007",0
"Burundi","Groundwater: accounted outflow","10^9 m3/yr","2012",0
"Burundi","Groundwater: accounted outflow","10^9 m3/yr","2014",0
"Burundi","Water resources: total external renewable","10^9 m3/yr","1962",2.476
"Burundi","Water resources: total external renewable","10^9 m3/yr","1967",2.476
"Burundi","Water resources: total external renewable","10^9 m3/yr","1972",2.476
"Burundi","Water resources: total external renewable","10^9 m3/yr","1977",2.476
"Burundi","Water resources: total external renewable","10^9 m3/yr","1982",2.476
"Burundi","Water resources: total external renewable","10^9 m3/yr","1987",2.476
"Burundi","Water resources: total external renewable","10^9 m3/yr","1992",2.476
"Burundi","Water resources: total external renewable","10^9 m3/yr","1997",2.476
"Burundi","Water resources: total external renewable","10^9 m3/yr","2002",2.476
"Burundi","Water resources: total external renewable","10^9 m3/yr","2007",2.476
"Burundi","Water resources: total external renewable","10^9 m3/yr","2012",2.476
"Burundi","Water resources: total external renewable","10^9 m3/yr","2014",2.476
"Burundi","Total renewable surface water","10^9 m3/yr","1962",12.54
"Burundi","Total renewable surface water","10^9 m3/yr","1967",12.54
"Burundi","Total renewable surface water","10^9 m3/yr","1972",12.54
"Burundi","Total renewable surface water","10^9 m3/yr","1977",12.54
"Burundi","Total renewable surface water","10^9 m3/yr","1982",12.54
"Burundi","Total renewable surface water","10^9 m3/yr","1987",12.54
"Burundi","Total renewable surface water","10^9 m3/yr","1992",12.54
"Burundi","Total renewable surface water","10^9 m3/yr","1997",12.54
"Burundi","Total renewable surface water","10^9 m3/yr","2002",12.54
"Burundi","Total renewable surface water","10^9 m3/yr","2007",12.54
"Burundi","Total renewable surface water","10^9 m3/yr","2012",12.54
"Burundi","Total renewable surface water","10^9 m3/yr","2014",12.54
"Burundi","Total renewable groundwater","10^9 m3/yr","1962",7.47
"Burundi","Total renewable groundwater","10^9 m3/yr","1967",7.47
"Burundi","Total renewable groundwater","10^9 m3/yr","1972",7.47
"Burundi","Total renewable groundwater","10^9 m3/yr","1977",7.47
"Burundi","Total renewable groundwater","10^9 m3/yr","1982",7.47
"Burundi","Total renewable groundwater","10^9 m3/yr","1987",7.47
"Burundi","Total renewable groundwater","10^9 m3/yr","1992",7.47
"Burundi","Total renewable groundwater","10^9 m3/yr","1997",7.47
"Burundi","Total renewable groundwater","10^9 m3/yr","2002",7.47
"Burundi","Total renewable groundwater","10^9 m3/yr","2007",7.47
"Burundi","Total renewable groundwater","10^9 m3/yr","2012",7.47
"Burundi","Total renewable groundwater","10^9 m3/yr","2014",7.47
"Burundi","Overlap: between surface water and groundwater","10^9 m3/yr","1962",7.47
"Burundi","Overlap: between surface water and groundwater","10^9 m3/yr","1967",7.47
"Burundi","Overlap: between surface water and groundwater","10^9 m3/yr","1972",7.47
"Burundi","Overlap: between surface water and groundwater","10^9 m3/yr","1977",7.47
"Burundi","Overlap: between surface water and groundwater","10^9 m3/yr","1982",7.47
"Burundi","Overlap: between surface water and groundwater","10^9 m3/yr","1987",7.47
"Burundi","Overlap: between surface water and groundwater","10^9 m3/yr","1992",7.47
"Burundi","Overlap: between surface water and groundwater","10^9 m3/yr","1997",7.47
"Burundi","Overlap: between surface water and groundwater","10^9 m3/yr","2002",7.47
"Burundi","Overlap: between surface water and groundwater","10^9 m3/yr","2007",7.47
"Burundi","Overlap: between surface water and groundwater","10^9 m3/yr","2012",7.47
"Burundi","Overlap: between surface water and groundwater","10^9 m3/yr","2014",7.47
"Burundi","Total renewable water resources","10^9 m3/yr","1962",12.54
"Burundi","Total renewable water resources","10^9 m3/yr","1967",12.54
"Burundi","Total renewable water resources","10^9 m3/yr","1972",12.54
"Burundi","Total renewable water resources","10^9 m3/yr","1977",12.54
"Burundi","Total renewable water resources","10^9 m3/yr","1982",12.54
"Burundi","Total renewable water resources","10^9 m3/yr","1987",12.54
"Burundi","Total renewable water resources","10^9 m3/yr","1992",12.54
"Burundi","Total renewable water resources","10^9 m3/yr","1997",12.54
"Burundi","Total renewable water resources","10^9 m3/yr","2002",12.54
"Burundi","Total renewable water resources","10^9 m3/yr","2007",12.54
"Burundi","Total renewable water resources","10^9 m3/yr","2012",12.54
"Burundi","Total renewable water resources","10^9 m3/yr","2014",12.54
"Burundi","Dependency ratio","%","1962",19.75
"Burundi","Dependency ratio","%","1967",19.75
"Burundi","Dependency ratio","%","1972",19.75
"Burundi","Dependency ratio","%","1977",19.75
"Burundi","Dependency ratio","%","1982",19.75
"Burundi","Dependency ratio","%","1987",19.75
"Burundi","Dependency ratio","%","1992",19.75
"Burundi","Dependency ratio","%","1997",19.75
"Burundi","Dependency ratio","%","2002",19.75
"Burundi","Dependency ratio","%","2007",19.75
"Burundi","Dependency ratio","%","2012",19.75
"Burundi","Dependency ratio","%","2014",19.75
"Burundi","Total renewable water resources per capita","m3/inhab/yr","1962",4332
"Burundi","Total renewable water resources per capita","m3/inhab/yr","1967",3876
"Burundi","Total renewable water resources per capita","m3/inhab/yr","1972",3535
"Burundi","Total renewable water resources per capita","m3/inhab/yr","1977",3278
"Burundi","Total renewable water resources per capita","m3/inhab/yr","1982",2877
"Burundi","Total renewable water resources per capita","m3/inhab/yr","1987",2454
"Burundi","Total renewable water resources per capita","m3/inhab/yr","1992",2127
"Burundi","Total renewable water resources per capita","m3/inhab/yr","1997",1953
"Burundi","Total renewable water resources per capita","m3/inhab/yr","2002",1751
"Burundi","Total renewable water resources per capita","m3/inhab/yr","2007",1473
"Burundi","Total renewable water resources per capita","m3/inhab/yr","2012",1239
"Burundi","Total renewable water resources per capita","m3/inhab/yr","2014",1122
"Burundi","Interannual variability (WRI)","","2013",1.4
"Burundi","Seasonal variability (WRI)","","2013",2.4
"Burundi","Agricultural water withdrawal","10^9 m3/yr","1987",0.064
"Burundi","Agricultural water withdrawal","10^9 m3/yr","2000",0.222
"Burundi","Industrial water withdrawal","10^9 m3/yr","1987",0
"Burundi","Industrial water withdrawal","10^9 m3/yr","2000",0.017
"Burundi","Industrial water withdrawal","10^9 m3/yr","2005",0.015
"Burundi","Municipal water withdrawal","10^9 m3/yr","1987",0.036
"Burundi","Municipal water withdrawal","10^9 m3/yr","2000",0.049
"Burundi","Municipal water withdrawal","10^9 m3/yr","2005",0.0431
"Burundi","Total water withdrawal","10^9 m3/yr","1987",0.1
"Burundi","Total water withdrawal","10^9 m3/yr","2000",0.288
"Burundi","Irrigation water withdrawal","10^9 m3/yr","2000",0.2
"Burundi","Irrigation water requirement","10^9 m3/yr","2000",0.0284
"Burundi","Agricultural water withdrawal as % of total water withdrawal","%","1987",64
"Burundi","Agricultural water withdrawal as % of total water withdrawal","%","2000",77.08
"Burundi","Agricultural water withdrawal as % of total renewable water resources","%","1987",0.5104
"Burundi","Agricultural water withdrawal as % of total renewable water resources","%","2000",1.77
"Burundi","Industrial water withdrawal as % of total water withdrawal","%","1987",0
"Burundi","Industrial water withdrawal as % of total water withdrawal","%","2000",5.903
"Burundi","Municipal water withdrawal as % of total withdrawal","%","1987",36
"Burundi","Municipal water withdrawal as % of total withdrawal","%","2000",17.01
"Burundi","Total water withdrawal per capita","m3/inhab/yr","1987",19.57
"Burundi","Total water withdrawal per capita","m3/inhab/yr","2000",40.22
"Burundi","Total freshwater withdrawal (primary and secondary)","10^9 m3/yr","1987",0.1
"Burundi","Total freshwater withdrawal (primary and secondary)","10^9 m3/yr","2000",0.288
"Burundi","Freshwater withdrawal as % of total renewable water resources","%","1987",0.7974
"Burundi","Freshwater withdrawal as % of total renewable water resources","%","2000",2.297
"Burundi","Irrigation potential","1000 ha","1962",215
"Burundi","Irrigation potential","1000 ha","1967",215
"Burundi","Irrigation potential","1000 ha","1972",215
"Burundi","Irrigation potential","1000 ha","1977",215
"Burundi","Irrigation potential","1000 ha","1982",215
"Burundi","Irrigation potential","1000 ha","1987",215
"Burundi","Irrigation potential","1000 ha","1992",215
"Burundi","Irrigation potential","1000 ha","1997",215
"Burundi","Irrigation potential","1000 ha","2002",215
"Burundi","Irrigation potential","1000 ha","2007",215
"Burundi","Irrigation potential","1000 ha","2012",215
"Burundi","Irrigation potential","1000 ha","2013",215
"Burundi","Area equipped for full control irrigation: surface irrigation","1000 ha","2000",6.96
"Burundi","Area equipped for full control irrigation: total","1000 ha","2000",6.96
"Burundi","Area equipped for full control irrigation: actually irrigated","1000 ha","2000",4.46
"Burundi","% of area equipped for full control irrigation actually irrigated","%","2000",64.08
"Burundi","Area equipped for irrigation: equipped lowland areas","1000 ha","2000",14.47
"Burundi","Area equipped for irrigation: total","1000 ha","1985",14.4
"Burundi","Area equipped for irrigation: total","1000 ha","2000",21.43
"Burundi","% of the cultivated area equipped for irrigation","%","1985",1.125
"Burundi","% of the cultivated area equipped for irrigation","%","2000",1.586
"Burundi","% of irrigation potential equipped for irrigation","%","1985",6.698
"Burundi","% of irrigation potential equipped for irrigation","%","2000",9.967
"Burundi","Flood recession cropping area non-equipped","1000 ha","1985",0
"Burundi","Cultivated wetlands and inland valley bottoms non-equipped","1000 ha","1985",60
"Burundi","Cultivated wetlands and inland valley bottoms non-equipped","1000 ha","1999",83
"Burundi","Total agricultural water managed area","1000 ha","1985",74.4
"Burundi","Total agricultural water managed area","1000 ha","2000",104.4
"Burundi","% of agricultural water managed area equipped for irrigation","%","1985",19.35
"Burundi","% of agricultural water managed area equipped for irrigation","%","2000",20.53
"Burundi","Area equipped for irrigation by surface water","1000 ha","2000",21.43
"Burundi","% of area equipped for irrigation by surface water","%","2000",100
"Burundi","Total harvested irrigated crop area (full control irrigation)","1000 ha","2000",6.96
"Burundi","Harvested irrigated temporary crop area: Total","1000 ha","2000",6.9
"Burundi","Irrigated cropping intensity","%","2000",156.1
"Burundi","Harvested irrigated temporary crop area: Rice","1000 ha","2000",4.21
"Burundi","Harvested irrigated temporary crop area: Vegetables","1000 ha","2000",0.8
"Burundi","Harvested irrigated temporary crop area: Vegetables","1000 ha","2003",0.8
"Burundi","Harvested irrigated temporary crop area: Sugarcane","1000 ha","2000",1.45
"Burundi","Harvested irrigated temporary crop area: Sugarcane","1000 ha","2003",1.45
"Burundi","Harvested irrigated permanent crop area: Coffee","1000 ha","1997",0.5
"Burundi","Harvested irrigated permanent crop area: Coffee","1000 ha","2000",0.5
"Burundi","Flood occurrence (WRI)","","2013",3.3
"Burundi","Total population with access to safe drinking-water (JMP)","%","1992",69.4
"Burundi","Total population with access to safe drinking-water (JMP)","%","1997",70.9
"Burundi","Total population with access to safe drinking-water (JMP)","%","2002",72.4
"Burundi","Total population with access to safe drinking-water (JMP)","%","2007",73.8
"Burundi","Total population with access to safe drinking-water (JMP)","%","2012",75.3
"Burundi","Total population with access to safe drinking-water (JMP)","%","2015",75.9
"Burundi","Rural population with access to safe drinking-water (JMP)","%","1992",67.6
"Burundi","Rural population with access to safe drinking-water (JMP)","%","1997",69
"Burundi","Rural population with access to safe drinking-water (JMP)","%","2002",70.4
"Burundi","Rural population with access to safe drinking-water (JMP)","%","2007",71.8
"Burundi","Rural population with access to safe drinking-water (JMP)","%","2012",73.2
"Burundi","Rural population with access to safe drinking-water (JMP)","%","2015",73.8
"Burundi","Urban population with access to safe drinking-water (JMP)","%","1992",95.5
"Burundi","Urban population with access to safe drinking-water (JMP)","%","1997",94.5
"Burundi","Urban population with access to safe drinking-water (JMP)","%","2002",93.5
"Burundi","Urban population with access to safe drinking-water (JMP)","%","2007",92.5
"Burundi","Urban population with access to safe drinking-water (JMP)","%","2012",91.5
"Burundi","Urban population with access to safe drinking-water (JMP)","%","2015",91.1
"Central African Republic","Total area","1000 ha","1962",62298
"Central African Republic","Total area","1000 ha","1967",62298
"Central African Republic","Total area","1000 ha","1972",62298
"Central African Republic","Total area","1000 ha","1977",62298
"Central African Republic","Total area","1000 ha","1982",62298
"Central African Republic","Total area","1000 ha","1987",62298
"Central African Republic","Total area","1000 ha","1992",62298
"Central African Republic","Total area","1000 ha","1997",62298
"Central African Republic","Total area","1000 ha","2002",62298
"Central African Republic","Total area","1000 ha","2007",62298
"Central African Republic","Total area","1000 ha","2012",62298
"Central African Republic","Total area","1000 ha","2013",62298
"Central African Republic","Arable land","1000 ha","1962",1690
"Central African Republic","Arable land","1000 ha","1967",1740
"Central African Republic","Arable land","1000 ha","1972",1790
"Central African Republic","Arable land","1000 ha","1977",1840
"Central African Republic","Arable land","1000 ha","1982",1880
"Central African Republic","Arable land","1000 ha","1987",1920
"Central African Republic","Arable land","1000 ha","1992",1930
"Central African Republic","Arable land","1000 ha","1997",1930
"Central African Republic","Arable land","1000 ha","2002",1930
"Central African Republic","Arable land","1000 ha","2007",1930
"Central African Republic","Arable land","1000 ha","2012",1800
"Central African Republic","Arable land","1000 ha","2013",1800
"Central African Republic","Permanent crops","1000 ha","1962",58
"Central African Republic","Permanent crops","1000 ha","1967",60
"Central African Republic","Permanent crops","1000 ha","1972",60
"Central African Republic","Permanent crops","1000 ha","1977",70
"Central African Republic","Permanent crops","1000 ha","1982",80
"Central African Republic","Permanent crops","1000 ha","1987",85
"Central African Republic","Permanent crops","1000 ha","1992",90
"Central African Republic","Permanent crops","1000 ha","1997",93
"Central African Republic","Permanent crops","1000 ha","2002",94
"Central African Republic","Permanent crops","1000 ha","2007",80
"Central African Republic","Permanent crops","1000 ha","2012",80
"Central African Republic","Permanent crops","1000 ha","2013",80
"Central African Republic","Cultivated area (arable land + permanent crops)","1000 ha","1962",1748
"Central African Republic","Cultivated area (arable land + permanent crops)","1000 ha","1967",1800
"Central African Republic","Cultivated area (arable land + permanent crops)","1000 ha","1972",1850
"Central African Republic","Cultivated area (arable land + permanent crops)","1000 ha","1977",1910
"Central African Republic","Cultivated area (arable land + permanent crops)","1000 ha","1982",1960
"Central African Republic","Cultivated area (arable land + permanent crops)","1000 ha","1987",2005
"Central African Republic","Cultivated area (arable land + permanent crops)","1000 ha","1992",2020
"Central African Republic","Cultivated area (arable land + permanent crops)","1000 ha","1997",2023
"Central African Republic","Cultivated area (arable land + permanent crops)","1000 ha","2002",2024
"Central African Republic","Cultivated area (arable land + permanent crops)","1000 ha","2007",2010
"Central African Republic","Cultivated area (arable land + permanent crops)","1000 ha","2012",1880
"Central African Republic","Cultivated area (arable land + permanent crops)","1000 ha","2013",1880
"Central African Republic","% of total country area cultivated","%","1962",2.806
"Central African Republic","% of total country area cultivated","%","1967",2.889
"Central African Republic","% of total country area cultivated","%","1972",2.97
"Central African Republic","% of total country area cultivated","%","1977",3.066
"Central African Republic","% of total country area cultivated","%","1982",3.146
"Central African Republic","% of total country area cultivated","%","1987",3.218
"Central African Republic","% of total country area cultivated","%","1992",3.242
"Central African Republic","% of total country area cultivated","%","1997",3.247
"Central African Republic","% of total country area cultivated","%","2002",3.249
"Central African Republic","% of total country area cultivated","%","2007",3.226
"Central African Republic","% of total country area cultivated","%","2012",3.018
"Central African Republic","% of total country area cultivated","%","2013",3.018
"Central African Republic","Total population","1000 inhab","1962",1557
"Central African Republic","Total population","1000 inhab","1967",1719
"Central African Republic","Total population","1000 inhab","1972",1901
"Central African Republic","Total population","1000 inhab","1977",2108
"Central African Republic","Total population","1000 inhab","1982",2412
"Central African Republic","Total population","1000 inhab","1987",2751
"Central African Republic","Total population","1000 inhab","1992",3089
"Central African Republic","Total population","1000 inhab","1997",3498
"Central African Republic","Total population","1000 inhab","2002",3860
"Central African Republic","Total population","1000 inhab","2007",4202
"Central African Republic","Total population","1000 inhab","2012",4620
"Central African Republic","Total population","1000 inhab","2014",4709
"Central African Republic","Total population","1000 inhab","2015",4900
"Central African Republic","Rural population","1000 inhab","1962",1224
"Central African Republic","Rural population","1000 inhab","1967",1289
"Central African Republic","Rural population","1000 inhab","1972",1345
"Central African Republic","Rural population","1000 inhab","1977",1414
"Central African Republic","Rural population","1000 inhab","1982",1579
"Central African Republic","Rural population","1000 inhab","1987",1759
"Central African Republic","Rural population","1000 inhab","1992",1961
"Central African Republic","Rural population","1000 inhab","1997",2217
"Central African Republic","Rural population","1000 inhab","2002",2436
"Central African Republic","Rural population","1000 inhab","2007",2628
"Central African Republic","Rural population","1000 inhab","2012",2843
"Central African Republic","Rural population","1000 inhab","2014",2834
"Central African Republic","Rural population","1000 inhab","2015",2977
"Central African Republic","Urban population","1000 inhab","1962",333.4
"Central African Republic","Urban population","1000 inhab","1967",429.6
"Central African Republic","Urban population","1000 inhab","1972",555.7
"Central African Republic","Urban population","1000 inhab","1977",693.6
"Central African Republic","Urban population","1000 inhab","1982",832.6
"Central African Republic","Urban population","1000 inhab","1987",992.3
"Central African Republic","Urban population","1000 inhab","1992",1128
"Central African Republic","Urban population","1000 inhab","1997",1281
"Central African Republic","Urban population","1000 inhab","2002",1424
"Central African Republic","Urban population","1000 inhab","2007",1574
"Central African Republic","Urban population","1000 inhab","2012",1777
"Central African Republic","Urban population","1000 inhab","2014",1875
"Central African Republic","Urban population","1000 inhab","2015",1923
"Central African Republic","Population density","inhab/km2","1962",2.499
"Central African Republic","Population density","inhab/km2","1967",2.759
"Central African Republic","Population density","inhab/km2","1972",3.051
